nuts_id,2013_0-4_male,2013_0-4_female,2013_5-9_male,2013_5-9_female,2013_10-14_male,2013_10-14_female,2013_15-19_male,2013_15-19_female,2013_20-24_male,2013_20-24_female,2013_25-29_male,2013_25-29_female,2013_30-34_male,2013_30-34_female,2013_35-39_male,2013_35-39_female,2013_40-44_male,2013_40-44_female,2013_45-49_male,2013_45-49_female,2013_50-54_male,2013_50-54_female,2013_55-59_male,2013_55-59_female,2013_60-64_male,2013_60-64_female,2013_65-69_male,2013_65-69_female,2013_70-74_male,2013_70-74_female,2013_75-79_male,2013_75-79_female,2013_80-84_male,2013_80-84_female,2013_85+_male,2013_85+_female,2015_0-4_male,2015_0-4_female,2015_5-9_male,2015_5-9_female,2015_10-14_male,2015_10-14_female,2015_15-19_male,2015_15-19_female,2015_20-24_male,2015_20-24_female,2015_25-29_male,2015_25-29_female,2015_30-34_male,2015_30-34_female,2015_35-39_male,2015_35-39_female,2015_40-44_male,2015_40-44_female,2015_45-49_male,2015_45-49_female,2015_50-54_male,2015_50-54_female,2015_55-59_male,2015_55-59_female,2015_60-64_male,2015_60-64_female,2015_65-69_male,2015_65-69_female,2015_70-74_male,2015_70-74_female,2015_75-79_male,2015_75-79_female,2015_80-84_male,2015_80-84_female,2015_85+_male,2015_85+_female,2018_0-4_male,2018_0-4_female,2018_5-9_male,2018_5-9_female,2018_10-14_male,2018_10-14_female,2018_15-19_male,2018_15-19_female,2018_20-24_male,2018_20-24_female,2018_25-29_male,2018_25-29_female,2018_30-34_male,2018_30-34_female,2018_35-39_male,2018_35-39_female,2018_40-44_male,2018_40-44_female,2018_45-49_male,2018_45-49_female,2018_50-54_male,2018_50-54_female,2018_55-59_male,2018_55-59_female,2018_60-64_male,2018_60-64_female,2018_65-69_male,2018_65-69_female,2018_70-74_male,2018_70-74_female,2018_75-79_male,2018_75-79_female,2018_80-84_male,2018_80-84_female,2018_85+_male,2018_85+_female,2020_0-4_male,2020_0-4_female,2020_5-9_male,2020_5-9_female,2020_10-14_male,2020_10-14_female,2020_15-19_male,2020_15-19_female,2020_20-24_male,2020_20-24_female,2020_25-29_male,2020_25-29_female,2020_30-34_male,2020_30-34_female,2020_35-39_male,2020_35-39_female,2020_40-44_male,2020_40-44_female,2020_45-49_male,2020_45-49_female,2020_50-54_male,2020_50-54_female,2020_55-59_male,2020_55-59_female,2020_60-64_male,2020_60-64_female,2020_65-69_male,2020_65-69_female,2020_70-74_male,2020_70-74_female,2020_75-79_male,2020_75-79_female,2020_80-84_male,2020_80-84_female,2020_85+_male,2020_85+_female,2023_0-4_male,2023_0-4_female,2023_5-9_male,2023_5-9_female,2023_10-14_male,2023_10-14_female,2023_15-19_male,2023_15-19_female,2023_20-24_male,2023_20-24_female,2023_25-29_male,2023_25-29_female,2023_30-34_male,2023_30-34_female,2023_35-39_male,2023_35-39_female,2023_40-44_male,2023_40-44_female,2023_45-49_male,2023_45-49_female,2023_50-54_male,2023_50-54_female,2023_55-59_male,2023_55-59_female,2023_60-64_male,2023_60-64_female,2023_65-69_male,2023_65-69_female,2023_70-74_male,2023_70-74_female,2023_75-79_male,2023_75-79_female,2023_80-84_male,2023_80-84_female,2023_85+_male,2023_85+_female
BE25,2.5967,2.4663,2.5278,2.4037,2.5435,2.4442,2.8688,2.7294,3.1208,2.9559,2.8762,2.7227,2.9884,2.8434,2.9503,2.8422,3.4025,3.2797,3.8383,3.6397,3.7387,3.5979,3.4305,3.3979,3.1545,3.1747,2.8973,3.0423,2.2158,2.517,1.9647,2.4281,1.3942,2.0975,0.9309,1.9774,2.5258,2.401,2.6245,2.4889,2.4849,2.3947,2.7381,2.6055,3.1116,2.9391,2.8844,2.7269,2.9749,2.8166,2.9213,2.8341,3.2317,3.132,3.635,3.4503,3.8326,3.6958,3.5455,3.4862,3.1717,3.2117,3.0133,3.134,2.2641,2.5029,2.0098,2.4705,1.4672,2.1117,1.0246,2.1369,2.4229,2.3088,2.6604,2.5241,2.5728,2.4415,2.6,2.484,2.9463,2.7669,3.0259,2.8515,2.8955,2.7659,3.0321,2.9063,2.9665,2.8704,3.398,3.2829,3.7907,3.6139,3.659,3.5695,3.3369,3.3724,2.9994,3.0976,2.6348,2.8786,1.8879,2.2953,1.5109,2.0518,1.2154,2.3631,2.3819,2.2758,2.5951,2.4775,2.696,2.5344,2.5526,2.433,2.8348,2.6614,3.0255,2.8638,2.9246,2.8079,3.0324,2.8764,2.9508,2.8749,3.2345,3.1363,3.6004,3.4249,3.7448,3.6617,3.4451,3.4448,3.0252,3.1338,2.7394,2.9624,1.9473,2.2793,1.5569,2.0998,1.3117,2.4531,2.3449,2.2533,2.5073,2.3942,2.7432,2.5982,2.6813,2.4991,2.7333,2.5666,2.9013,2.753,3.0849,2.9716,2.9718,2.8687,3.0658,2.9602,2.9817,2.8967,3.3735,3.2701,3.7133,3.5844,3.554,3.52,3.1665,3.2858,2.7303,2.9276,2.2467,2.6023,1.4476,1.9278,1.3834,2.4894
BE31,2.8366,2.6583,3.0783,2.946,3.1857,3.038,3.3102,3.162,3.4312,3.303,2.8885,2.7179,2.7747,2.8186,3.0261,3.2961,3.45,3.6411,3.6305,3.8152,3.5987,3.7297,3.2265,3.4078,2.8481,3.2041,2.478,2.7747,1.646,1.9594,1.3776,1.7855,1.0326,1.6116,0.6928,1.619,2.7359,2.6137,3.0973,2.9393,3.1429,3.0035,3.2177,3.0793,3.3664,3.2657,3.0278,2.8402,2.7763,2.8239,2.9218,3.1835,3.4024,3.573,3.4957,3.6595,3.5946,3.7419,3.2631,3.4995,2.8549,3.1678,2.6345,2.9933,1.7376,2.0206,1.4279,1.8286,1.0369,1.5656,0.7732,1.6942,2.6034,2.5501,3.0054,2.843,3.1631,2.9798,3.195,3.0517,3.24,3.0819,3.046,2.9703,2.8343,2.8664,2.9446,3.0861,3.129,3.4109,3.4468,3.6166,3.5018,3.6921,3.3964,3.5476,2.9656,3.2017,2.5623,2.9974,2.1721,2.5442,1.3746,1.7556,1.0408,1.5021,0.8797,1.8015,2.5413,2.4678,2.917,2.7849,3.1869,3.0099,3.1765,3.0109,3.1692,3.0288,2.9671,2.8297,2.9167,2.9546,2.9624,3.1094,3.0704,3.3031,3.4167,3.5753,3.4263,3.577,3.416,3.5696,3.0288,3.2884,2.5561,2.9506,2.3127,2.7579,1.4555,1.8181,1.0927,1.5534,0.9309,1.8673,2.4488,2.3647,2.7925,2.75,3.1271,2.9455,3.2349,3.0271,3.1943,3.0013,2.8302,2.6573,2.8887,2.995,3.0305,3.1962,3.109,3.2578,3.1643,3.4107,3.3919,3.5368,3.3682,3.5351,3.1568,3.3634,2.7024,2.9894,2.2471,2.781,1.8166,2.2889,1.0479,1.4948,0.9711,1.8826
BE32,2.9681,2.8573,3.0268,2.8971,3.0404,2.9057,3.0324,2.8599,3.2627,3.1897,3.0271,2.9717,3.0754,3.0992,3.2684,3.2501,3.5592,3.5513,3.5684,3.5566,3.5047,3.597,3.2685,3.4493,2.993,3.2295,2.3528,2.6686,1.5145,1.9145,1.2941,1.9128,0.9964,1.8186,0.6693,1.849,2.9053,2.7774,3.0676,2.9199,3.0485,2.8937,3.0078,2.8846,3.1688,3.0578,3.1362,3.0702,3.063,3.0606,3.135,3.1418,3.5484,3.4909,3.4751,3.4755,3.5122,3.5673,3.3136,3.5028,2.9537,3.2291,2.6485,2.9796,1.5588,1.9145,1.2927,1.8709,0.9763,1.74,0.7139,1.8979,2.7669,2.6149,3.0302,2.9002,3.0525,2.9167,3.0718,2.9267,3.0235,2.8783,3.2087,3.1433,3.0834,3.0438,3.1342,3.1526,3.274,3.2527,3.5275,3.5126,3.4912,3.4855,3.3624,3.4977,3.0293,3.3006,2.6741,3.033,2.0208,2.4602,1.2171,1.6903,0.913,1.546,0.7782,1.9858,2.667,2.5254,2.9882,2.8435,3.0998,2.9573,3.0825,2.9257,3.0338,2.9075,3.1123,3.0182,3.1882,3.1415,3.1241,3.1301,3.1656,3.1531,3.5257,3.4647,3.404,3.4165,3.3747,3.4613,3.0807,3.3506,2.6513,3.0284,2.2734,2.747,1.2567,1.6946,0.9268,1.5343,0.7893,1.9561,2.5912,2.4774,2.8552,2.7058,3.0968,2.9706,3.1294,2.9559,3.106,2.9534,2.9961,2.8555,3.2678,3.2394,3.1664,3.1501,3.1916,3.2096,3.275,3.2427,3.4706,3.4627,3.3455,3.3857,3.1212,3.3452,2.6977,3.0891,2.282,2.7651,1.6211,2.1649,0.8625,1.3698,0.7555,1.8256
BE33,2.9611,2.8611,2.8708,2.7667,2.9277,2.7857,2.995,2.911,3.3904,3.3323,3.2451,3.1824,3.1972,3.1351,3.2031,3.1245,3.4762,3.391,3.6334,3.5932,3.5313,3.5703,3.2683,3.3464,2.9844,3.1225,2.2842,2.551,1.6859,2.0704,1.4448,1.9498,1.0543,1.7802,0.6846,1.6885,2.9095,2.7961,2.9419,2.8295,2.8941,2.772,2.9647,2.8434,3.2671,3.2279,3.3191,3.268,3.1778,3.1595,3.1339,3.0478,3.3802,3.3345,3.5131,3.4342,3.5683,3.5851,3.3351,3.4219,3.0042,3.1294,2.5669,2.8061,1.6529,2.0136,1.4504,1.9438,1.079,1.7214,0.7426,1.7652,2.7956,2.667,3.0059,2.9064,2.8963,2.8084,2.993,2.8189,3.0794,3.0192,3.3627,3.3169,3.2013,3.1853,3.1635,3.1585,3.1801,3.1217,3.4117,3.3487,3.5322,3.5106,3.3752,3.4541,3.0655,3.1936,2.702,2.9182,1.9859,2.3414,1.3761,1.8202,1.033,1.5674,0.8318,1.8523,2.7052,2.6155,2.967,2.8571,2.9933,2.8738,2.9607,2.8378,3.0669,2.9429,3.2491,3.2187,3.2843,3.2797,3.159,3.1868,3.1152,3.0537,3.3253,3.301,3.4206,3.3565,3.422,3.4737,3.1258,3.2687,2.7153,2.9254,2.2389,2.5695,1.3556,1.7747,1.0527,1.5776,0.876,1.854,2.6042,2.4866,2.8562,2.7309,3.0718,2.9708,2.9996,2.868,3.1279,2.9491,3.1187,3.0302,3.3492,3.336,3.2192,3.2438,3.1485,3.1867,3.1454,3.1122,3.3254,3.2911,3.3986,3.4215,3.1742,3.3109,2.7637,2.9919,2.3428,2.6761,1.6137,2.052,0.9946,1.4573,0.8676,1.7635
BE34,3.1578,3.0318,3.2565,3.1031,3.2814,3.1297,3.3145,3.0664,3.4701,3.2716,3.2522,3.0584,3.245,3.1366,3.3501,3.2554,3.59,3.4848,3.7016,3.5727,3.5547,3.389,3.0757,3.0981,2.7902,2.7678,2.1052,2.1873,1.4725,1.7714,1.3868,1.8089,1.0108,1.6436,0.6633,1.5449,3.0871,2.9212,3.2216,3.1142,3.2762,3.1435,3.2823,3.07,3.3565,3.1317,3.3123,3.166,3.2181,3.0721,3.2202,3.1692,3.5827,3.41,3.5588,3.4646,3.6049,3.4785,3.2031,3.207,2.8163,2.7949,2.3892,2.4841,1.4693,1.6378,1.3409,1.788,1.0319,1.6014,0.7222,1.652,2.8659,2.7171,3.1866,3.0438,3.2511,3.1034,3.3315,3.0936,3.302,2.9967,3.4199,3.2206,3.2525,3.1076,3.2336,3.1455,3.3381,3.2525,3.5188,3.4006,3.5599,3.4637,3.4034,3.2708,2.8613,2.9553,2.5125,2.5824,1.8287,1.9936,1.1996,1.5501,0.994,1.4824,0.8112,1.7498,2.762,2.6595,3.1239,2.953,3.2227,3.1039,3.3128,3.0842,3.3359,3.0403,3.4288,3.0769,3.3777,3.2403,3.2665,3.1332,3.2047,3.1726,3.4989,3.33,3.4271,3.3477,3.436,3.3321,2.9709,3.0538,2.5189,2.599,2.0732,2.2593,1.1916,1.4333,0.9706,1.4565,0.8449,1.7572,2.6756,2.5778,2.9329,2.7569,3.195,3.0408,3.3929,3.0905,3.4003,2.9961,3.3546,3.0176,3.4923,3.3263,3.3018,3.2185,3.2642,3.1644,3.2665,3.2114,3.4023,3.3059,3.3838,3.3253,3.1644,3.1093,2.5681,2.7414,2.1424,2.3252,1.4735,1.751,0.8433,1.2595,0.8517,1.6764
BE35,2.982,2.8195,2.9991,2.8768,3.0082,2.936,3.1189,2.9993,3.3986,3.2643,3.1455,3.1018,3.1814,3.1024,3.2026,3.1478,3.4666,3.4252,3.5997,3.5931,3.5537,3.5867,3.2775,3.3452,3.0944,3.1721,2.3181,2.4915,1.5849,1.945,1.3511,1.8897,0.9926,1.6951,0.654,1.6798,2.8856,2.753,3.02,2.8666,2.983,2.9241,3.0634,2.9511,3.3076,3.1681,3.2282,3.2106,3.1411,3.1415,3.1399,3.0564,3.4189,3.3667,3.4459,3.4551,3.6183,3.6232,3.3356,3.4013,3.0439,3.1517,2.678,2.8854,1.5548,1.8367,1.3864,1.9003,0.9974,1.6425,0.7039,1.7141,2.6917,2.5953,2.9964,2.833,3.0182,2.8886,3.0899,2.9502,3.1673,3.0059,3.3468,3.2258,3.2054,3.1402,3.1766,3.1346,3.1715,3.1469,3.3995,3.3781,3.5187,3.5421,3.4112,3.5025,3.0796,3.2117,2.7995,2.9958,2.0089,2.2916,1.2751,1.7067,0.9698,1.5221,0.7882,1.8144,2.5621,2.5006,2.9101,2.7922,3.0523,2.8885,3.0827,2.9403,3.1664,2.9902,3.2597,3.0755,3.2493,3.2529,3.1948,3.1808,3.1245,3.0797,3.3758,3.3328,3.3768,3.4039,3.4821,3.542,3.135,3.2763,2.7701,2.9748,2.3322,2.6514,1.259,1.6294,0.9951,1.5369,0.8175,1.806,2.5329,2.3947,2.7321,2.6237,3.0337,2.859,3.173,2.935,3.1787,3.0177,3.0794,2.9217,3.3648,3.2989,3.2143,3.2261,3.1991,3.1598,3.1647,3.1533,3.3232,3.3526,3.4029,3.4631,3.2423,3.3956,2.8161,3.0271,2.4429,2.7534,1.6242,2.0249,0.917,1.3783,0.8136,1.7602
BG31,2.2511,2.1661,2.4777,2.3521,2.4372,2.3131,2.1395,1.919,2.6082,2.2271,2.7245,2.3971,2.9283,2.6112,3.4034,3.0977,3.6801,3.278,3.3392,2.9869,3.6067,3.3594,3.7242,3.8053,4.0191,4.5522,3.3774,4.1754,2.3144,3.2563,2.0182,2.9926,1.3023,2.0807,0.7234,1.3549,2.1349,2.0072,2.4727,2.3563,2.4999,2.3813,2.0265,1.8524,2.4369,2.1125,2.6959,2.354,2.8234,2.4999,3.2748,2.9528,3.6631,3.2954,3.5119,3.1978,3.6516,3.3568,3.6762,3.7397,3.8676,4.3125,3.6966,4.5992,2.4915,3.4622,1.8962,2.922,1.3625,2.2024,0.7633,1.4504,2.0866,1.9372,2.3609,2.2542,2.4409,2.2876,2.19,2.0409,2.0308,1.8229,2.6181,2.245,2.7811,2.4654,3.025,2.6964,3.5785,3.2798,3.899,3.5385,3.5348,3.3114,3.746,3.7057,3.7646,4.1343,3.7742,4.6754,2.9645,4.0964,1.84,2.9354,1.3141,2.2285,0.8175,1.5782,2.0742,1.9664,2.2398,2.0834,2.4352,2.2912,2.2519,2.1068,1.9036,1.7469,2.4305,2.121,2.7575,2.421,2.9191,2.5791,3.448,3.131,3.8997,3.5775,3.7361,3.5626,3.8209,3.7308,3.7281,4.0803,3.6455,4.4313,3.2647,4.5518,1.9778,3.1368,1.2315,2.2142,0.8462,1.6579,2.0441,1.9838,2.2624,2.1065,2.4837,2.3522,2.4074,2.2572,1.9984,1.8849,2.0371,1.8456,2.7121,2.376,2.9163,2.6292,3.1866,2.8624,3.7723,3.5115,4.1072,3.8493,3.6478,3.5769,3.7243,3.9368,3.478,4.2265,3.2271,4.5147,2.3212,3.7772,1.1747,2.2761,0.7957,1.737
BG32,2.1689,2.0648,2.2903,2.1624,2.2963,2.1496,2.5801,2.4876,2.8891,2.6445,2.9178,2.6116,3.1121,2.8609,3.5706,3.3095,3.5657,3.3051,3.343,3.1816,3.5204,3.4999,3.7427,3.9758,3.8011,4.4462,3.2061,4.0912,2.265,3.1605,1.7262,2.6274,1.0509,1.7634,0.5581,1.0537,2.064,1.9754,2.2956,2.1711,2.2636,2.0953,2.3205,2.2239,2.6259,2.4425,2.8778,2.587,3.0181,2.7336,3.4557,3.228,3.6052,3.3203,3.4955,3.3412,3.6092,3.5544,3.6974,3.9061,3.7837,4.3657,3.4921,4.49,2.4649,3.4419,1.6545,2.5839,1.1513,1.9382,0.5938,1.1326,2.0418,1.9222,2.2274,2.1057,2.2407,2.0894,2.0973,1.9493,2.1333,2.0172,2.6659,2.428,2.9364,2.6424,3.2114,2.9492,3.7483,3.4932,3.7908,3.5777,3.5576,3.524,3.6973,3.8785,3.8038,4.3326,3.6335,4.6266,2.8377,4.0499,1.8104,2.8762,1.1326,1.992,0.6648,1.3151,2.024,1.89,2.1192,2.0132,2.2519,2.1026,2.0565,1.8844,1.8303,1.707,2.3717,2.1996,2.9022,2.6261,3.1231,2.8185,3.6416,3.4222,3.864,3.6208,3.7514,3.7273,3.8185,3.9759,3.7836,4.2865,3.614,4.56,3.1054,4.4893,1.9742,3.1714,1.1044,2.0097,0.717,1.4423,1.9549,1.8562,2.1892,2.0531,2.3168,2.1835,2.2651,2.1408,1.966,1.8647,1.9383,1.8303,2.6813,2.4688,3.0822,2.7999,3.3689,3.1074,3.9826,3.7699,4.0088,3.8725,3.6852,3.7919,3.664,4.0983,3.5754,4.4196,3.088,4.4465,2.1921,3.6766,1.1751,2.2425,0.6978,1.546
BG33,2.5939,2.4648,2.531,2.3952,2.3747,2.2796,2.5245,2.3322,3.138,2.956,3.3768,3.1839,3.6271,3.3821,4.0256,3.7696,3.7979,3.4798,3.2691,3.0835,3.3695,3.3703,3.3598,3.6627,3.4606,4.0563,2.7085,3.4162,1.9182,2.6712,1.458,2.2697,0.9032,1.4513,0.458,0.8812,2.4375,2.3207,2.6078,2.4718,2.3987,2.2832,2.2903,2.138,2.8195,2.6506,3.2619,3.0628,3.4828,3.2497,3.9148,3.6645,3.9037,3.6295,3.4494,3.2492,3.438,3.386,3.3478,3.6082,3.4411,4.0282,2.9898,3.8323,2.0658,2.8806,1.4058,2.2202,0.9729,1.6102,0.5065,0.98,2.3349,2.2029,2.5611,2.4326,2.4514,2.3057,2.2138,2.1087,2.2993,2.119,2.9555,2.7793,3.2951,3.112,3.597,3.368,4.0721,3.8453,3.8906,3.6227,3.3702,3.2944,3.4402,3.65,3.3761,3.9401,3.2506,4.1528,2.3626,3.3305,1.5154,2.3953,0.9473,1.7152,0.5717,1.1205,2.2694,2.1365,2.4004,2.2836,2.541,2.3959,2.2437,2.115,2.0461,1.9086,2.6157,2.4519,3.1803,2.9909,3.4508,3.2378,3.9742,3.7496,4.0257,3.808,3.587,3.4896,3.5325,3.6899,3.3848,3.9059,3.2554,4.1486,2.6303,3.7767,1.6467,2.6146,0.9327,1.7148,0.6234,1.242,2.2293,2.1167,2.3962,2.2742,2.5964,2.4531,2.4974,2.3161,2.2126,2.0804,2.2081,2.0867,2.9558,2.8046,3.3311,3.1962,3.6381,3.4319,4.1598,4.0088,3.9496,3.8136,3.362,3.4517,3.3358,3.7646,3.144,3.9571,2.7588,3.9327,1.8022,2.9736,0.9839,1.8339,0.5989,1.3441
BG34,2.8199,2.7012,2.8552,2.7013,2.4227,2.3011,2.2423,2.0729,2.911,2.686,3.2546,2.9659,3.5472,3.1845,3.8184,3.5975,3.5129,3.3314,3.254,3.1102,3.4944,3.5076,3.5601,3.8389,3.5016,4.0596,2.577,3.2736,1.9337,2.7683,1.6319,2.503,0.9946,1.6367,0.4846,0.944,2.6847,2.5499,2.9611,2.8102,2.5526,2.395,2.0854,1.9451,2.5799,2.404,3.1238,2.8815,3.4393,3.0818,3.737,3.4903,3.6658,3.4614,3.3435,3.2164,3.4835,3.4695,3.4921,3.767,3.503,4.0648,2.9195,3.6893,1.9802,2.8345,1.5304,2.4273,1.0516,1.7742,0.5523,1.0519,2.5811,2.4624,2.8722,2.741,2.7221,2.5535,2.1726,2.0381,2.1058,1.9455,2.829,2.6441,3.2109,2.9701,3.5452,3.2256,3.8752,3.6973,3.6068,3.47,3.3382,3.2981,3.5254,3.7187,3.4739,4.0002,3.1907,4.0653,2.2088,3.1713,1.5128,2.4762,1.0631,1.8775,0.6179,1.1935,2.5457,2.4096,2.7381,2.5874,2.8388,2.6734,2.3094,2.1372,1.941,1.8107,2.4838,2.349,3.0763,2.8874,3.4392,3.1258,3.7987,3.5964,3.7795,3.6243,3.4475,3.4272,3.5293,3.6987,3.4228,3.9352,3.2132,4.085,2.5288,3.5935,1.5463,2.5535,1.0016,1.8717,0.6654,1.3285,2.4818,2.3207,2.6901,2.5687,2.8865,2.7412,2.6814,2.5219,2.0202,1.9136,2.0552,1.914,2.825,2.6857,3.265,3.0833,3.6099,3.3207,3.9853,3.8454,3.7136,3.6455,3.3124,3.433,3.3949,3.8104,3.1905,3.9912,2.7274,3.8712,1.6883,2.8507,0.9622,1.8696,0.6615,1.4617
BG41,2.5095,2.353,2.1126,1.9395,1.8514,1.7873,2.5692,2.5105,3.5215,3.4356,3.8021,3.6345,4.0029,3.8071,4.1887,4.0262,3.6967,3.5813,3.1935,3.1023,3.2008,3.3699,3.2,3.6665,3.1636,3.8872,2.475,3.2212,1.741,2.4852,1.4189,2.2847,0.9346,1.643,0.5676,1.1155,2.445,2.3118,2.3632,2.1927,1.849,1.7506,2.281,2.2527,3.1177,3.0287,3.7783,3.6354,3.8874,3.6907,4.1879,4.0294,3.8758,3.73,3.3541,3.2954,3.1963,3.2992,3.1388,3.5769,3.1411,3.8557,2.6988,3.5455,1.8301,2.6119,1.3628,2.2026,0.96,1.7222,0.6034,1.198,2.4006,2.3003,2.5214,2.3701,2.1409,1.9998,2.0266,1.9867,2.5353,2.4617,3.4492,3.3401,3.8247,3.6371,3.9926,3.8155,4.1828,4.0612,3.6851,3.6264,3.1662,3.1894,3.1199,3.4608,3.0309,3.7152,2.8388,3.7932,2.0987,3.0339,1.3649,2.2034,0.9386,1.7379,0.6472,1.3028,2.4079,2.2867,2.4595,2.3309,2.4012,2.2635,2.0289,1.9543,2.2428,2.1995,3.0393,2.926,3.8044,3.6433,3.881,3.7014,4.1879,4.07,3.873,3.7881,3.3385,3.3912,3.1192,3.3983,2.9825,3.6302,2.8227,3.769,2.2903,3.3455,1.4297,2.3195,0.9099,1.696,0.6737,1.3942,2.3958,2.2718,2.457,2.3419,2.5512,2.4179,2.3341,2.1791,2.3685,2.2687,2.5258,2.4133,3.5072,3.3549,3.9159,3.704,4.0136,3.8357,4.2048,4.1138,3.676,3.6771,3.0565,3.2194,2.903,3.392,2.6544,3.5307,2.3254,3.4912,1.5888,2.6559,0.8729,1.6902,0.6295,1.4623
BG42,2.4989,2.3614,2.4611,2.2668,2.2919,2.1965,2.3499,2.2215,3.0062,2.801,3.3605,3.0467,3.5666,3.2694,3.704,3.4131,3.5687,3.3719,3.3687,3.2794,3.7062,3.7379,3.5932,3.8738,3.3599,3.9428,2.6054,3.3423,2.0515,2.8937,1.6492,2.566,0.997,1.7061,0.5116,1.0592,2.3756,2.2699,2.5523,2.3489,2.3086,2.2021,2.1591,2.0464,2.6828,2.5188,3.2399,2.9673,3.467,3.1593,3.6987,3.4105,3.5922,3.3724,3.4726,3.3605,3.6329,3.64,3.7096,4.0065,3.4313,3.9946,2.8827,3.6955,2.0613,2.9462,1.584,2.5095,1.0826,1.8841,0.5736,1.161,2.3059,2.1935,2.5167,2.3683,2.3808,2.2078,2.1264,2.0471,2.2184,2.0785,2.9081,2.7012,3.2979,3.0266,3.5555,3.2883,3.7569,3.4983,3.6603,3.5182,3.4802,3.5088,3.7658,3.9939,3.5536,4.0923,3.119,4.001,2.2868,3.265,1.6283,2.6125,1.0974,1.9703,0.6503,1.3203,2.2655,2.1622,2.3934,2.2773,2.4841,2.3015,2.1457,2.0549,2.0181,1.8941,2.5721,2.4051,3.1787,2.95,3.461,3.181,3.7607,3.509,3.7021,3.5349,3.6001,3.614,3.7059,3.9129,3.6896,4.249,3.2075,4.0725,2.5365,3.6241,1.6368,2.6832,1.0706,1.953,0.7148,1.4781,2.2619,2.1483,2.3973,2.2772,2.5466,2.4052,2.3903,2.2247,2.1076,2.011,2.2046,2.0802,2.9476,2.778,3.3645,3.1309,3.6453,3.3859,3.8613,3.6291,3.7635,3.6894,3.5063,3.6552,3.653,4.0782,3.3018,4.1056,2.67,3.8108,1.7487,2.9036,1.04,1.9973,0.6982,1.5809
CH01,2.6831,2.5483,2.6624,2.5351,2.7669,2.6294,3.0058,2.8636,3.3107,3.2295,3.3376,3.2997,3.5457,3.5512,3.5953,3.6841,3.776,3.8794,4.0157,4.0738,3.5815,3.5953,2.9662,2.9988,2.5672,2.7952,2.3713,2.6832,1.7185,2.0769,1.3109,1.7029,0.9283,1.4289,0.6988,1.5829,2.6831,2.5686,2.6857,2.539,2.6765,2.5495,2.9284,2.8169,3.2881,3.194,3.4004,3.3966,3.5653,3.5575,3.5472,3.6135,3.7284,3.7838,3.8573,3.9111,3.7351,3.7632,3.1218,3.1026,2.4961,2.7015,2.3285,2.6366,1.8522,2.234,1.3294,1.6921,0.9472,1.4206,0.7402,1.608,2.6841,2.5723,2.6888,2.5546,2.6449,2.5282,2.8841,2.7258,3.1808,3.0509,3.5222,3.4698,3.5424,3.5595,3.6041,3.6174,3.5629,3.6446,3.6624,3.7568,3.806,3.8503,3.2965,3.3191,2.5911,2.681,2.154,2.4599,1.9968,2.3697,1.3925,1.7874,0.9735,1.3793,0.8228,1.6634,2.6429,2.5424,2.6975,2.5774,2.7095,2.5551,2.7857,2.6519,3.0834,2.9701,3.4542,3.3861,3.5883,3.619,3.5961,3.6178,3.5075,3.601,3.6251,3.7069,3.6682,3.7334,3.4502,3.4948,2.7324,2.782,2.0835,2.3819,1.9687,2.3468,1.5249,1.9494,1.0008,1.385,0.8687,1.7113,2.5889,2.4458,2.6815,2.5828,2.7304,2.5981,2.7872,2.6324,3.0302,2.8805,3.3502,3.2396,3.6958,3.6862,3.5841,3.6113,3.5766,3.6203,3.4899,3.5969,3.5088,3.6256,3.5454,3.5928,2.8885,2.979,2.153,2.3632,1.8403,2.2109,1.6536,2.0878,1.0599,1.4821,0.9036,1.6968
