nuts_id,2013_0-4_male,2013_0-4_female,2013_5-9_male,2013_5-9_female,2013_10-14_male,2013_10-14_female,2013_15-19_male,2013_15-19_female,2013_20-24_male,2013_20-24_female,2013_25-29_male,2013_25-29_female,2013_30-34_male,2013_30-34_female,2013_35-39_male,2013_35-39_female,2013_40-44_male,2013_40-44_female,2013_45-49_male,2013_45-49_female,2013_50-54_male,2013_50-54_female,2013_55-59_male,2013_55-59_female,2013_60-64_male,2013_60-64_female,2013_65-69_male,2013_65-69_female,2013_70-74_male,2013_70-74_female,2013_75-79_male,2013_75-79_female,2013_80-84_male,2013_80-84_female,2013_85+_male,2013_85+_female,2015_0-4_male,2015_0-4_female,2015_5-9_male,2015_5-9_female,2015_10-14_male,2015_10-14_female,2015_15-19_male,2015_15-19_female,2015_20-24_male,2015_20-24_female,2015_25-29_male,2015_25-29_female,2015_30-34_male,2015_30-34_female,2015_35-39_male,2015_35-39_female,2015_40-44_male,2015_40-44_female,2015_45-49_male,2015_45-49_female,2015_50-54_male,2015_50-54_female,2015_55-59_male,2015_55-59_female,2015_60-64_male,2015_60-64_female,2015_65-69_male,2015_65-69_female,2015_70-74_male,2015_70-74_female,2015_75-79_male,2015_75-79_female,2015_80-84_male,2015_80-84_female,2015_85+_male,2015_85+_female,2018_0-4_male,2018_0-4_female,2018_5-9_male,2018_5-9_female,2018_10-14_male,2018_10-14_female,2018_15-19_male,2018_15-19_female,2018_20-24_male,2018_20-24_female,2018_25-29_male,2018_25-29_female,2018_30-34_male,2018_30-34_female,2018_35-39_male,2018_35-39_female,2018_40-44_male,2018_40-44_female,2018_45-49_male,2018_45-49_female,2018_50-54_male,2018_50-54_female,2018_55-59_male,2018_55-59_female,2018_60-64_male,2018_60-64_female,2018_65-69_male,2018_65-69_female,2018_70-74_male,2018_70-74_female,2018_75-79_male,2018_75-79_female,2018_80-84_male,2018_80-84_female,2018_85+_male,2018_85+_female,2020_0-4_male,2020_0-4_female,2020_5-9_male,2020_5-9_female,2020_10-14_male,2020_10-14_female,2020_15-19_male,2020_15-19_female,2020_20-24_male,2020_20-24_female,2020_25-29_male,2020_25-29_female,2020_30-34_male,2020_30-34_female,2020_35-39_male,2020_35-39_female,2020_40-44_male,2020_40-44_female,2020_45-49_male,2020_45-49_female,2020_50-54_male,2020_50-54_female,2020_55-59_male,2020_55-59_female,2020_60-64_male,2020_60-64_female,2020_65-69_male,2020_65-69_female,2020_70-74_male,2020_70-74_female,2020_75-79_male,2020_75-79_female,2020_80-84_male,2020_80-84_female,2020_85+_male,2020_85+_female,2023_0-4_male,2023_0-4_female,2023_5-9_male,2023_5-9_female,2023_10-14_male,2023_10-14_female,2023_15-19_male,2023_15-19_female,2023_20-24_male,2023_20-24_female,2023_25-29_male,2023_25-29_female,2023_30-34_male,2023_30-34_female,2023_35-39_male,2023_35-39_female,2023_40-44_male,2023_40-44_female,2023_45-49_male,2023_45-49_female,2023_50-54_male,2023_50-54_female,2023_55-59_male,2023_55-59_female,2023_60-64_male,2023_60-64_female,2023_65-69_male,2023_65-69_female,2023_70-74_male,2023_70-74_female,2023_75-79_male,2023_75-79_female,2023_80-84_male,2023_80-84_female,2023_85+_male,2023_85+_female
DEB1,2.0065,1.9095,2.1742,2.0552,2.5496,2.4431,2.8738,2.7107,2.9659,2.7086,2.715,2.5591,2.6744,2.6795,2.5826,2.6436,3.5221,3.5744,4.4911,4.4201,4.2638,4.2314,3.663,3.6802,3.3155,3.3392,2.3137,2.4403,2.7906,3.1683,2.0871,2.6031,1.2272,1.8509,0.7811,1.9854,2.0407,1.9548,2.1384,2.0162,2.4203,2.3015,2.7924,2.6405,2.9264,2.6352,2.8905,2.6707,2.7627,2.7127,2.6283,2.6626,3.0224,3.1045,4.2304,4.2187,4.4811,4.4299,3.8586,3.849,3.3999,3.4766,2.5256,2.6294,2.4849,2.7944,2.3642,2.9107,1.2685,1.8421,0.8816,2.0336,2.2545,2.1455,2.1814,2.0692,2.2907,2.1511,2.686,2.4954,2.8439,2.5163,3.0768,2.7502,2.8924,2.7507,2.831,2.8286,2.6769,2.7355,3.5644,3.6078,4.4494,4.4027,4.1552,4.1738,3.4945,3.5809,3.0712,3.1979,2.0535,2.2704,2.3215,2.8393,1.5436,2.1263,0.9636,2.008,2.3693,2.243,2.2154,2.1166,2.2615,2.1354,2.5194,2.349,2.7802,2.4684,3.0121,2.7061,3.0694,2.8633,2.9237,2.8688,2.7289,2.7604,3.0618,3.1437,4.1912,4.1976,4.3547,4.3564,3.6742,3.7276,3.1444,3.3179,2.2372,2.431,2.0597,2.4889,1.7507,2.3875,1.0417,2.043,2.4058,2.276,2.4168,2.3059,2.3243,2.1907,2.3876,2.2219,2.5774,2.3154,2.857,2.567,3.2296,3.0143,3.1126,3.0189,2.9908,2.9935,2.7481,2.8032,3.5634,3.6336,4.3119,4.3255,3.9571,4.0601,3.2421,3.4546,2.7021,2.9843,1.6805,1.9922,1.6632,2.2972,1.1714,2.2043
DEB2,2.0587,1.9599,2.1774,2.0535,2.4392,2.3423,2.8187,2.7344,3.3479,3.2978,3.1257,3.0192,2.9713,2.8731,2.7384,2.7307,3.5521,3.5135,4.446,4.315,4.1739,4.0533,3.6659,3.5633,3.1729,3.1093,2.0452,2.0979,2.5528,2.9175,1.9308,2.449,1.1841,1.8522,0.7384,1.9788,2.1071,1.9929,2.1669,2.0295,2.3376,2.2353,2.7385,2.6384,3.3116,3.1713,3.2712,3.0772,3.0931,2.9423,2.8092,2.7827,3.1077,3.0953,4.212,4.0513,4.3764,4.2797,3.7753,3.6996,3.3585,3.2775,2.3117,2.3121,2.2086,2.4897,2.1433,2.707,1.2064,1.8039,0.8389,2.0402,2.3199,2.1717,2.1922,2.0629,2.2776,2.1233,2.621,2.426,3.1499,2.8947,3.4566,3.1165,3.1488,2.9955,3.0627,2.9543,2.8446,2.7982,3.5789,3.5242,4.375,4.2606,4.0563,3.9851,3.4789,3.4643,2.9398,2.9394,1.8159,1.9275,2.1065,2.5954,1.4103,2.007,0.9107,2.0078,2.3593,2.2108,2.2389,2.1138,2.2813,2.1174,2.4758,2.3273,3.0592,2.796,3.3584,3.0414,3.2849,3.0601,3.1506,3.0485,2.9039,2.8489,3.1402,3.1297,4.1757,4.0233,4.2595,4.2002,3.5912,3.5885,3.1027,3.1226,2.0532,2.1271,1.8195,2.2114,1.5785,2.2159,0.981,2.0031,2.3251,2.194,2.4554,2.2685,2.3529,2.1904,2.4813,2.2386,2.7791,2.5536,3.1495,2.8399,3.3842,3.0742,3.1884,3.1327,3.1474,3.0904,2.8279,2.8866,3.5305,3.6525,4.1943,4.2728,3.8436,3.9223,3.2808,3.3273,2.666,2.7243,1.5049,1.6806,1.511,2.1049,1.1043,2.1195
DEB3,2.1091,1.9794,2.1983,2.0494,2.4538,2.324,2.7394,2.5847,3.134,3.0639,3.0385,2.9482,2.9005,2.9075,2.7199,2.7947,3.5701,3.5876,4.4036,4.3276,4.2109,4.2198,3.5745,3.6371,3.1708,3.2663,2.2202,2.3842,2.6591,3.0225,1.9629,2.4649,1.1578,1.7659,0.6885,1.7604,2.1659,2.0443,2.1746,2.0437,2.3488,2.194,2.6814,2.5463,3.0656,2.9777,3.2102,3.026,3.0152,2.9548,2.7997,2.8131,3.1061,3.1533,4.1774,4.1364,4.3669,4.3438,3.7579,3.7937,3.2495,3.3743,2.356,2.5202,2.3847,2.7244,2.2025,2.7044,1.1972,1.755,0.7991,1.836,2.3801,2.2507,2.239,2.0872,2.2725,2.1115,2.6038,2.4045,3.0639,2.8492,3.3235,3.0922,3.1178,2.9715,3.0037,2.9833,2.784,2.8372,3.5494,3.5799,4.2786,4.2421,4.0271,4.0762,3.3374,3.465,2.8696,3.0653,1.9319,2.1851,2.1836,2.6721,1.4291,1.9917,0.8897,1.8508,2.4569,2.3331,2.2909,2.1599,2.2618,2.1083,2.4546,2.2876,2.999,2.7878,3.2392,2.9988,3.2645,3.0747,3.089,3.0398,2.8599,2.8722,3.0948,3.1486,4.0675,4.0626,4.1785,4.2074,3.5128,3.6188,2.9412,3.1689,2.057,2.3088,1.9667,2.413,1.6212,2.197,0.9705,1.8865,2.384,2.3112,2.4458,2.3378,2.3138,2.1853,2.3604,2.2285,2.755,2.6188,3.1014,2.8415,3.3239,3.1603,3.2134,3.1359,3.069,3.098,2.8267,2.889,3.5544,3.5576,4.1609,4.1207,3.8356,3.9297,3.0894,3.2997,2.5424,2.8407,1.5971,1.9245,1.5858,2.1826,1.1194,2.0597
DEC0,1.811,1.7314,1.93,1.8013,2.2216,2.1207,2.6227,2.4948,2.9714,2.7986,2.9344,2.7409,2.7763,2.713,2.5171,2.5347,3.3206,3.3761,4.3155,4.369,4.4872,4.4184,3.898,3.9265,3.5393,3.5776,2.2642,2.4605,2.809,3.3718,2.1909,2.9108,1.2898,2.0291,0.7347,1.9913,1.8498,1.7566,1.9112,1.7959,2.1236,1.9941,2.5385,2.3961,2.9602,2.7305,3.0766,2.8264,2.9217,2.7365,2.5854,2.6086,2.8489,2.9034,4.0431,4.096,4.4805,4.5201,4.1322,4.1055,3.6027,3.7087,2.5772,2.716,2.5085,2.9647,2.4451,3.2402,1.3416,2.0232,0.848,2.0826,2.0711,1.9493,2.0159,1.9015,2.0974,1.935,2.4613,2.2319,2.8595,2.5745,3.1966,2.8853,3.0266,2.8194,2.8666,2.7898,2.5895,2.6148,3.3583,3.4314,4.2834,4.3643,4.3606,4.3641,3.7033,3.8269,3.2632,3.4273,2.0055,2.2908,2.3263,3.0243,1.6136,2.3854,0.9761,2.1093,2.1354,2.0225,2.0544,1.9252,2.1028,1.9611,2.3144,2.1236,2.7826,2.4909,3.0902,2.8248,3.1425,2.906,2.985,2.8343,2.6504,2.7022,2.8911,2.9769,4.0376,4.1105,4.3849,4.4716,3.9454,4.0196,3.3271,3.5545,2.2927,2.5332,2.0762,2.6497,1.8109,2.6558,1.0617,2.1517,2.149,2.0262,2.2167,2.0796,2.171,2.042,2.2564,2.085,2.5876,2.3592,2.9774,2.748,3.2993,3.0735,3.1477,3.0075,2.9643,2.9372,2.6636,2.6949,3.4088,3.4884,4.2279,4.3273,4.1853,4.2762,3.4616,3.6965,2.8861,3.1794,1.6318,2.0088,1.6605,2.4476,1.2168,2.4108
DED2,2.3026,2.1786,2.1276,2.046,1.9899,1.8801,1.6119,1.5439,2.8771,2.6013,3.4998,3.0913,3.3851,2.9934,2.9026,2.5643,3.3906,3.0438,4.015,3.799,3.9563,3.8685,3.5977,3.6348,3.2035,3.3967,2.5011,2.8728,3.3335,3.9611,2.3546,3.0592,1.3168,2.1572,0.7443,2.1979,2.354,2.2389,2.2149,2.1046,2.0645,1.9683,1.8335,1.7371,2.2637,2.0318,3.5513,3.1327,3.4045,3.0306,3.1501,2.7895,3.0966,2.7379,3.7001,3.4358,4.1233,3.9973,3.6039,3.6162,3.4789,3.6901,2.2762,2.5637,3.1142,3.7383,2.7018,3.4506,1.4184,2.1649,0.8897,2.3319,2.4268,2.2985,2.3723,2.2525,2.1691,2.0845,2.1472,1.9502,2.0755,1.7954,2.9584,2.6191,3.4683,3.1049,3.4007,3.0403,2.9285,2.5985,3.3884,3.0415,3.9398,3.7633,3.8292,3.8174,3.4185,3.5732,2.9881,3.3043,2.2466,2.7333,2.8454,3.6282,1.7942,2.5773,1.0441,2.3766,2.3706,2.2605,2.4444,2.3159,2.2804,2.1677,2.1834,2.0367,2.2275,1.9421,2.3664,2.0797,3.511,3.1749,3.4207,3.0982,3.1841,2.8494,3.1155,2.7641,3.6649,3.4255,4.0029,3.9589,3.4434,3.5682,3.258,3.6003,2.048,2.449,2.6712,3.4449,2.0812,2.9335,1.1897,2.4673,2.1203,2.0217,2.5141,2.3943,2.4917,2.3834,2.3074,2.1942,2.3741,2.0849,2.1504,1.8881,2.9366,2.7227,3.5083,3.3055,3.4784,3.2151,2.9893,2.7153,3.414,3.1195,3.8581,3.7857,3.6791,3.8226,3.2256,3.5528,2.6964,3.1973,1.8953,2.523,2.1575,3.0938,1.4398,2.7436
DED4,1.9936,1.9049,1.9635,1.8684,1.9238,1.8437,1.6157,1.5002,2.481,2.1444,3.0486,2.6154,3.0658,2.6057,2.6564,2.3334,3.3622,3.0454,3.9359,3.8153,4.0332,4.0087,3.9267,4.0862,3.8929,4.0968,2.8145,3.1229,3.344,4.0897,2.3982,3.3151,1.4129,2.4582,0.8173,2.4594,2.0239,1.9383,2.0369,1.9104,1.9861,1.9121,1.799,1.6658,1.9399,1.6528,3.0888,2.6033,3.0861,2.6731,2.8516,2.4868,3.0737,2.7008,3.6827,3.5012,4.1473,4.0995,3.8728,3.9861,4.1172,4.3988,2.6904,2.9737,3.2564,3.8966,2.7374,3.6853,1.4781,2.4525,0.9764,2.6186,2.1254,2.0267,2.1502,2.0349,2.0721,1.9651,2.0745,1.8666,1.7803,1.4472,2.5941,2.1698,3.0872,2.7283,3.1543,2.7233,2.7631,2.4271,3.4429,3.1153,3.9657,3.8707,4.0053,4.0435,3.8138,4.0972,3.6821,4.0683,2.5682,3.0307,2.889,3.8114,1.8088,2.8073,1.1091,2.6807,2.1109,2.0081,2.193,2.0789,2.1643,2.0199,2.1111,1.9443,1.9328,1.5782,2.0462,1.7187,3.1045,2.7399,3.1962,2.8173,2.9628,2.5968,3.1619,2.7921,3.7442,3.5722,4.1276,4.1527,3.7803,4.0064,3.9007,4.3724,2.4695,2.8924,2.8213,3.646,2.1008,3.1541,1.2145,2.7671,1.9597,1.8695,2.3112,2.1926,2.3236,2.2016,2.2162,2.0551,2.14,1.7815,1.8796,1.5685,2.5877,2.3777,3.1991,3.0128,3.3074,2.9477,2.871,2.5739,3.5541,3.2553,3.9818,3.9441,3.9293,4.1107,3.6186,4.1145,3.3387,3.9835,2.1792,2.8213,2.1779,3.2595,1.403,2.9523
DED5,2.2995,2.1798,2.046,1.9584,1.8596,1.802,1.522,1.5321,2.9262,3.0414,3.7594,3.6553,3.7013,3.378,3.0143,2.6609,3.5619,3.1684,4.0965,3.7999,3.9091,3.8064,3.4842,3.5558,3.0458,3.2604,2.3718,2.7624,3.0975,3.8143,2.1195,2.867,1.2034,2.0572,0.6553,2.0272,2.3786,2.2478,2.1248,2.0461,1.9447,1.8515,1.6918,1.6919,2.414,2.5336,3.9685,3.8401,3.8659,3.5144,3.3389,2.9645,3.1769,2.7827,3.8059,3.4943,4.0518,3.8719,3.4351,3.4926,3.2793,3.4783,2.1407,2.475,2.8462,3.4764,2.3915,3.2167,1.2678,2.0256,0.7758,2.0985,2.5552,2.3956,2.3131,2.1801,2.0308,1.9359,2.0271,1.9487,2.3285,2.4519,3.6236,3.4735,4.0509,3.7385,3.7254,3.3202,2.9556,2.6026,3.415,3.0512,3.848,3.6115,3.6001,3.5843,3.1317,3.3175,2.6798,3.0227,2.0149,2.4833,2.4855,3.3052,1.5179,2.2769,0.8976,2.1001,2.5372,2.3941,2.375,2.2458,2.1172,2.0344,2.0655,2.0059,2.5122,2.6611,2.9681,2.9016,4.2045,3.9073,3.8514,3.4626,3.2484,2.907,3.0721,2.7051,3.5934,3.3503,3.7554,3.6807,3.1203,3.284,2.8883,3.2474,1.8276,2.2506,2.3067,3.0298,1.742,2.5944,1.0075,2.1449,2.3067,2.1827,2.5184,2.3587,2.3426,2.1983,2.1898,2.1033,2.7409,2.8691,2.784,2.7059,3.7065,3.4968,4.0182,3.7878,3.6925,3.3604,2.8942,2.6035,3.3111,3.0099,3.62,3.499,3.3196,3.4489,2.819,3.15,2.3044,2.7974,1.6288,2.1905,1.804,2.6959,1.189,2.3525
DEE0,1.932,1.8455,1.8879,1.7739,1.9111,1.7837,1.6424,1.5403,2.736,2.4731,3.197,2.7719,3.0542,2.6351,2.5915,2.2902,3.5155,3.2466,4.289,4.131,4.4021,4.3402,4.0532,4.1328,3.5196,3.7338,2.6265,2.9417,3.3823,4.0769,2.2722,3.1794,1.2383,2.2051,0.6516,1.9963,1.9665,1.8765,1.9589,1.8578,1.9471,1.8127,1.8136,1.6845,2.1623,1.934,3.2382,2.8225,3.1376,2.7216,2.8038,2.4498,3.0796,2.7896,3.9851,3.787,4.5435,4.459,4.0892,4.1541,3.8684,4.0737,2.5413,2.8451,3.1474,3.7609,2.6291,3.5587,1.3422,2.2501,0.763,2.1455,2.1116,1.9929,2.095,1.9903,2.0085,1.8752,2.1178,1.859,2.0145,1.7299,2.7994,2.4372,3.2146,2.8443,3.1466,2.7553,2.677,2.3667,3.573,3.2993,4.2847,4.1547,4.3148,4.3372,3.8842,4.089,3.2737,3.6406,2.3453,2.8048,2.8355,3.7165,1.6554,2.6191,0.8988,2.2378,2.0962,1.9933,2.1454,2.0306,2.098,1.9739,2.1071,1.8965,2.1367,1.8454,2.2158,1.9468,3.2547,2.934,3.2216,2.8683,2.8789,2.5511,3.1454,2.8647,4.0044,3.8383,4.4741,4.4672,3.9251,4.1205,3.6063,3.9809,2.2724,2.7181,2.6461,3.4422,1.9486,2.9638,1.0244,2.363,1.9553,1.8193,2.2695,2.0906,2.2686,2.1078,2.1655,1.981,2.2685,2.01,1.9868,1.7494,2.8015,2.6212,3.3486,3.1382,3.2593,2.9756,2.7417,2.4981,3.6274,3.4488,4.2431,4.234,4.1623,4.3935,3.6541,4.0748,2.9481,3.5337,1.9502,2.5771,2.0709,3.1172,1.2362,2.672
DEF0,2.0687,1.9697,2.251,2.13,2.5806,2.4766,2.8068,2.6511,2.8366,2.6908,2.6205,2.5763,2.6248,2.745,2.6591,2.7792,3.7157,3.7881,4.5459,4.5592,3.9618,4.0037,3.2397,3.3703,3.0565,3.1965,2.6666,2.8576,3.157,3.472,2.1154,2.5817,1.0694,1.6527,0.6946,1.829,2.0816,1.9831,2.1987,2.0847,2.4519,2.3431,2.7923,2.6386,2.835,2.6536,2.8017,2.6584,2.6943,2.7499,2.6867,2.7944,3.1565,3.2352,4.4239,4.4501,4.2475,4.288,3.4375,3.5546,3.0152,3.181,2.6392,2.8361,2.8998,3.2009,2.4967,2.9897,1.1591,1.6965,0.7821,1.8625,2.2282,2.1261,2.2335,2.1167,2.3556,2.2205,2.7157,2.5253,2.8796,2.5922,2.9803,2.7303,2.8024,2.7257,2.8201,2.9135,2.7808,2.8687,3.7314,3.7922,4.448,4.5006,3.8166,3.9114,3.0626,3.2637,2.8136,3.0408,2.337,2.6317,2.6021,3.0847,1.5619,2.1141,0.8486,1.8235,2.2797,2.1709,2.2477,2.1426,2.3276,2.1996,2.5649,2.413,2.8596,2.5831,2.9119,2.6643,2.9656,2.8154,2.8607,2.9325,2.7988,2.9002,3.1767,3.2628,4.3376,4.419,4.1026,4.2014,3.2565,3.444,2.781,3.0377,2.325,2.6207,2.3967,2.8488,1.8554,2.4672,0.9531,1.8756,2.2365,2.1185,2.3479,2.2568,2.3484,2.2336,2.4521,2.3066,2.66,2.4667,2.7867,2.5836,3.0573,2.9367,3.0004,3.0075,2.9595,3.0946,2.809,2.9401,3.727,3.8466,4.3303,4.4311,3.6475,3.8356,2.8959,3.1902,2.5189,2.8533,1.9344,2.345,1.9008,2.5498,1.1991,2.1921
DEG0,2.0326,1.9611,1.9775,1.857,1.9465,1.8496,1.6615,1.5721,2.7308,2.5166,3.3702,2.8972,3.2515,2.8026,2.7554,2.4134,3.507,3.1644,4.158,4.0166,4.3647,4.2895,4.0692,4.0923,3.5659,3.6831,2.5666,2.8288,3.244,3.8836,2.1665,2.9665,1.1919,2.0732,0.6522,1.9206,2.1012,2.0129,2.0219,1.9163,1.9992,1.9074,1.8519,1.7355,2.1037,1.9574,3.3428,2.9219,3.3281,2.874,2.9337,2.5769,3.1795,2.8037,3.8479,3.6527,4.4396,4.3619,4.1019,4.114,3.888,4.021,2.5498,2.7716,2.9874,3.5577,2.5546,3.386,1.2876,2.0897,0.7649,2.0558,2.2108,2.098,2.1693,2.0704,2.0694,1.9417,2.1219,1.9087,1.9791,1.7499,2.7926,2.4787,3.3447,2.9345,3.2951,2.892,2.8134,2.484,3.5511,3.2113,4.1322,4.0239,4.2647,4.2687,3.8956,4.0369,3.3338,3.5957,2.3048,2.6925,2.7378,3.546,1.6014,2.4396,0.8896,2.1202,2.1665,2.068,2.2537,2.1354,2.1318,2.0091,2.1346,1.9813,2.1513,1.8828,2.2132,1.96,3.318,2.9803,3.3723,2.9897,2.9997,2.662,3.2304,2.8715,3.8472,3.6917,4.3556,4.3546,3.9444,4.0673,3.6297,3.9291,2.2911,2.643,2.5334,3.257,1.9184,2.8211,1.0077,2.1972,1.9697,1.862,2.342,2.2291,2.3182,2.2047,2.2229,2.0625,2.3421,2.0805,2.0632,1.7883,2.7974,2.588,3.4124,3.1502,3.3907,3.063,2.8731,2.616,3.603,3.3401,4.0802,4.0702,4.1082,4.2747,3.6621,4.0011,2.9977,3.4699,1.9333,2.4641,2.0046,2.9714,1.1958,2.4477
DK01,3.0945,2.9423,2.9529,2.7923,2.8301,2.7009,2.8887,2.7823,3.4657,3.6586,3.534,3.7395,3.523,3.5586,3.6914,3.6712,3.5869,3.5204,3.8187,3.7481,3.1566,3.1122,2.7845,2.8416,2.6021,2.7916,2.738,2.9838,1.7948,2.0986,1.1781,1.548,0.7388,1.1607,0.5787,1.392,2.9659,2.8198,2.9846,2.8156,2.8061,2.6688,2.825,2.7271,3.529,3.7387,3.7899,3.9656,3.4351,3.441,3.554,3.5323,3.5997,3.575,3.643,3.5876,3.3435,3.2855,2.8134,2.8132,2.4981,2.6785,2.6227,2.8706,2.0056,2.3307,1.2636,1.6211,0.7591,1.1469,0.5872,1.3564,2.9187,2.762,2.8807,2.7374,2.8208,2.6634,2.7662,2.6606,3.5624,3.7716,4.0547,4.2285,3.547,3.5471,3.3182,3.2999,3.4647,3.452,3.3751,3.3371,3.5606,3.5354,2.9003,2.8985,2.4893,2.6056,2.2566,2.5183,2.3079,2.6427,1.4332,1.7811,0.8279,1.1914,0.5946,1.2882,2.9487,2.7941,2.7465,2.6146,2.8601,2.7041,2.7497,2.6423,3.4442,3.6063,4.1406,4.2808,3.7049,3.7283,3.1891,3.168,3.3052,3.3155,3.3922,3.4052,3.4224,3.4125,3.0989,3.0837,2.5442,2.5979,2.1809,2.4324,2.2312,2.5713,1.6165,1.9935,0.9042,1.2784,0.6153,1.2762,2.8635,2.7113,2.6645,2.538,2.7754,2.641,2.7891,2.6595,3.3989,3.5355,4.1222,4.2652,3.9515,3.9435,3.2829,3.2612,3.1029,3.1207,3.2709,3.3122,3.1865,3.1997,3.3222,3.3375,2.6461,2.7097,2.1941,2.389,1.9297,2.2712,1.8748,2.2885,1.0475,1.4268,0.671,1.2959
DK02,2.5472,2.4052,3.0926,2.9091,3.2515,3.0711,3.4599,3.2808,2.5556,2.2213,2.0248,1.9194,2.276,2.3591,3.0822,3.2121,3.5934,3.6338,4.1124,4.0619,3.5809,3.5641,3.4065,3.4332,3.4005,3.515,3.6682,3.7595,2.4078,2.5586,1.5634,1.8301,0.9255,1.2739,0.658,1.3854,2.3457,2.2249,3.0028,2.8553,3.2104,3.0138,3.4082,3.1795,2.7188,2.3826,2.202,2.0293,2.2051,2.2197,2.8552,2.9657,3.5316,3.5938,3.9666,3.9229,3.7751,3.7335,3.4009,3.458,3.2947,3.3786,3.5879,3.7312,2.7539,2.9328,1.7498,1.9771,0.9714,1.3268,0.7063,1.3881,2.3672,2.2472,2.7933,2.627,3.1636,2.9839,3.2497,3.0434,2.7969,2.4439,2.4983,2.2538,2.3923,2.3011,2.6054,2.6559,3.2513,3.3257,3.6356,3.6334,4.0644,3.9947,3.4654,3.4846,3.2514,3.3067,3.1604,3.3343,3.2531,3.4524,1.9946,2.238,1.1359,1.4413,0.7504,1.4036,2.4335,2.2995,2.5985,2.4626,3.0954,2.9365,3.213,2.9804,2.6925,2.3254,2.5577,2.3551,2.5768,2.442,2.5377,2.5365,3.0585,3.107,3.5654,3.6123,3.9332,3.8728,3.6755,3.6508,3.2517,3.3578,3.0754,3.2128,3.202,3.4308,2.3003,2.5794,1.285,1.5703,0.7912,1.4246,2.443,2.3089,2.618,2.4623,2.8755,2.713,3.1718,2.9814,2.5343,2.1886,2.5494,2.3565,2.8144,2.7012,2.7181,2.63,2.7998,2.8354,3.3427,3.3909,3.6154,3.6223,3.9957,3.9636,3.3552,3.4198,3.0451,3.1752,2.8124,3.0852,2.7188,3.0355,1.4883,1.8129,0.8998,1.5198
DK03,2.7679,2.6185,2.9878,2.8828,3.1483,3.0402,3.4989,3.3007,3.0416,2.7832,2.5244,2.3821,2.6711,2.6044,3.1014,3.116,3.4411,3.373,3.8989,3.7964,3.4994,3.4364,3.3632,3.3528,3.1698,3.1646,3.2214,3.2801,2.2381,2.3938,1.5466,1.8422,0.987,1.348,0.7133,1.4645,2.5993,2.4503,2.9875,2.8348,3.0752,2.9917,3.3934,3.2108,3.2197,2.9131,2.6972,2.4997,2.5738,2.4853,2.9766,2.958,3.3522,3.3325,3.7239,3.6274,3.639,3.5805,3.3548,3.3318,3.145,3.1441,3.2282,3.297,2.4806,2.6392,1.6796,1.9294,1.0284,1.3743,0.7598,1.486,2.53,2.4005,2.8648,2.7141,3.0324,2.924,3.2083,3.0802,3.2915,2.9574,3.0227,2.7455,2.6434,2.5227,2.7799,2.7019,3.1521,3.146,3.4266,3.3595,3.8127,3.7264,3.3703,3.3436,3.1786,3.2314,2.9432,2.9976,2.8866,3.0338,1.8856,2.1212,1.1581,1.4888,0.8113,1.5071,2.56,2.4202,2.692,2.544,3.0389,2.8889,3.1312,3.0412,3.1649,2.864,3.1259,2.8446,2.8041,2.6443,2.69,2.5909,3.028,3.0136,3.3484,3.3363,3.6586,3.5761,3.5182,3.4967,3.1893,3.2117,2.92,2.9872,2.9087,3.0544,2.0958,2.3561,1.2669,1.5777,0.8675,1.5439,2.5489,2.4162,2.6448,2.5011,2.9148,2.7639,3.0908,2.9746,2.9771,2.7191,3.1259,2.8301,3.0916,2.8947,2.7659,2.6815,2.8555,2.7972,3.1685,3.1875,3.3946,3.352,3.7201,3.6761,3.2322,3.2465,2.9786,3.0921,2.6481,2.7929,2.4498,2.7081,1.4407,1.75,0.953,1.6155
