la,lo,s
51.3103,1.0705,3
51.1001,1.0108,2
51.2286,0.2349,3
53.8765,-3.0385,2
53.8714,-2.3877,2
53.7193,-2.6559,2
53.7737,-2.7137,3
53.6754,-2.8207,2
53.9981,-2.8242,2
53.7584,-2.6192,2
53.8731,-2.3873,2
53.789,-2.7007,2
53.8423,-2.2166,3
53.784,-2.7608,3
53.8485,-2.991,3
53.7452,-2.6587,3
53.8004,-2.717,2
53.7691,-2.3255,3
52.5804,-1.358,2
52.8084,-0.1553,3
53.1592,-0.6376,3
53.3203,-0.4261,2
53.4543,-0.6718,3
52.844,-0.6287,3
53.1252,-0.6757,3
52.7899,0.5089,3
52.8996,0.8356,2
52.6597,1.2715,2
52.4617,1.3646,2
52.6506,1.2956,3
52.6358,1.2926,3
52.5381,1.2605,3
53.1597,-1.2044,3
53.1496,-1.2088,3
52.0793,-1.3367,3
51.7839,-1.291,2
51.8217,-1.3192,3
52.6911,-2.0523,2
52.6853,-2.0149,2
52.8268,-2.2891,3
52.5282,-2.1946,3
52.6399,-2.089,2
52.6429,-1.9054,3
52.6532,-1.8103,3
52.0831,0.4375,3
52.1816,0.852,2
52.0607,1.2784,3
51.2403,-0.576,2
51.293,-0.295,3
51.2539,-0.1578,3
51.3555,-0.4568,3
51.2211,-0.7779,3
51.3844,-0.5854,2
51.3176,-0.5608,3
51.4221,-0.5595,2
51.2675,-0.5989,2
51.1725,-0.6457,3
51.354,-0.2459,3
52.2202,-1.5085,3
52.3438,-1.3431,3
52.3309,-1.5636,3
51.0107,-0.1094,3
50.8087,-0.377,3
50.8462,-0.7876,3
54.9036,-5.0136,3
56.0062,-3.8291,3
58.4684,-3.126,2
57.5807,-4.5976,2
55.4873,-5.0949,3
55.1591,-4.831,2
55.7335,-3.8242,2
55.4245,-5.6039,3
56.3468,-5.0799,3
55.962,-3.153,3
55.9201,-3.3042,3
55.9481,-4.5482,3
56.508,-2.9852,3
56.1353,-3.1367,2
56.4823,-3.4153,3
55.8622,-4.2365,3
55.8707,-4.3126,3
55.8302,-4.2815,2
55.8825,-4.3034,3
55.9159,-4.2719,3
55.8969,-4.2842,2
55.8445,-4.2197,3
55.8038,-3.9032,3
55.8824,-3.8162,3
53.2057,-4.1077,3
53.0138,-3.5557,3
53.3172,-3.4819,2
51.7641,-4.9575,2
51.5394,-3.6989,3
51.4786,-3.1795,2
51.499,-3.2737,2
51.5192,-3.1203,3
51.7511,-3.573,3
51.6195,-3.1286,2
51.645,-3.2379,3
51.589,-2.9873,2
51.9634,-3.3535,2
51.7152,-3.3468,3
54.6724,-1.2351,2
54.5773,-1.2343,3
54.5119,-1.3205,3
54.5893,-1.3234,3
54.5289,-1.5529,3
53.4065,-2.576,3
53.7474,-2.4505,3
53.6628,-2.4101,2
53.7279,-2.4486,2
53.815,-3.0447,3
53.8079,-3.0431,3
53.7719,-0.3551,3
53.7368,-0.4026,3
53.7437,-0.3828,3
53.6966,-0.8736,3
53.7415,-0.4833,3
53.5602,-0.0387,3
53.5846,-0.4139,3
53.5936,-0.6617,3
53.9628,-1.1056,2
52.9038,-1.4444,3
52.9109,-1.5063,3
52.6407,-1.1285,3
52.9963,-1.1535,2
52.9811,-1.1761,2
51.9225,-2.5764,1
52.0551,-2.7213,3
51.9421,-2.5536,3
52.9917,-2.1898,3
51.4504,-2.5816,2
51.5474,-2.5666,3
51.5107,-2.4438,3
51.567,-1.7755,3
51.5706,-1.7514,3
52.6215,-0.0976,3
51.9125,-0.4678,3
51.5703,0.6338,3
51.5459,0.7338,2
51.4816,0.3557,3
51.4858,0.2734,2
51.521,0.4209,3
51.3668,0.5294,3
51.3818,0.5288,2
51.401,0.5309,3
51.3819,0.5286,2
51.3892,0.5705,3
51.3949,0.4967,3
51.3383,0.5653,3
51.3671,0.5635,3
51.3651,0.5867,2
51.3873,-1.0775,3
51.4516,-0.9581,3
51.4561,-1.0449,3
51.4614,-0.9751,2
51.4426,-1.0192,3
51.4806,-0.9672,3
52.06,-0.7748,3
50.7796,-1.0844,2
50.9303,-1.4302,3
50.9244,-1.3769,3
50.8974,-1.4067,3
53.2863,-2.0965,3
53.3193,-2.4204,3
53.2611,-2.5107,3
53.2049,-2.6519,2
53.2836,-2.8954,3
52.8434,-3.0932,3
50.3045,-5.203,3
50.2988,-5.0772,2
50.4135,-4.2211,2
50.4575,-4.4944,3
50.2043,-5.1472,2
50.4246,-5.0161,3
50.1424,-5.2158,3
50.4551,-4.5292,2
50.2251,-5.2779,3
50.5927,-4.3369,3
51.0756,-1.7985,3
51.2818,-2.0112,3
51.3303,-2.2064,3
52.1072,-0.4758,3
52.2286,-0.5517,2
52.1162,-0.4823,3
52.0994,-0.5104,3
52.004,-0.2657,3
51.917,-0.4939,3
51.8893,-0.5256,3
52.1313,-0.3498,2
51.9102,-0.5528,3
52.0262,-0.4232,2
55.7511,-2.0021,2
55.1772,-1.5592,3
55.767,-2.0124,2
54.9802,-2.0789,3
55.1353,-1.5799,2
50.7047,-1.9437,2
50.7336,-1.8914,3
50.6064,-2.4711,3
50.8542,-2.1534,3
50.9129,-1.9275,3
51.6137,-0.7683,2
52.4849,-0.6975,2
52.3399,-0.5469,3
52.3546,-0.7021,3
52.2349,-1.0364,2
52.2527,-1.1684,3
52.2226,-0.9369,3
52.0855,-1.3136,3
52.3357,-1.0848,2
54.8669,-2.9911,3
54.6252,-3.5631,3
54.6245,-3.558,3
54.462,-2.3562,2
54.2082,-2.7398,3
54.6505,-2.7722,3
53.9737,-1.5542,2
54.3343,-1.5914,3
54.2501,-0.3803,1
54.135,-1.5228,3
54.1244,-2.5603,3
51.2273,-2.9787,3
51.1322,-3.0137,2
53.4556,-2.2252,3
53.4742,-2.1698,2
53.4496,-2.1851,3
53.5479,-2.0764,3
53.6172,-2.1574,3
53.3984,-2.0592,2
53.4333,-2.1824,2
53.3829,-2.3555,3
53.4536,-2.3007,3
53.3904,-2.9813,2
53.3811,-2.9551,3
53.465,-2.9847,3
53.4053,-3.0371,3
53.4048,-3.0916,2
53.5552,-1.4414,3
53.5203,-1.585,2
53.4878,-1.1151,3
53.4931,-1.2948,3
53.4376,-1.33,3
53.4376,-1.5781,2
53.4118,-1.4965,3
53.4117,-1.4187,3
53.3738,-1.4065,3
54.9924,-1.5787,3
54.9772,-1.6186,2
54.9685,-1.6233,3
54.9866,-1.5593,3
55.032,-1.5208,3
55.0092,-1.5786,3
54.9243,-1.4494,3
52.5067,-1.8782,3
52.4728,-1.9179,3
52.464,-1.9935,3
52.4917,-1.8595,3
52.4374,-1.9107,3
52.5272,-1.8534,3
52.4563,-1.9063,3
52.4524,-1.8739,3
52.4241,-1.9159,3
52.4729,-1.8634,2
52.4455,-1.8712,2
52.3845,-1.4747,3
52.4095,-1.5049,3
52.4853,-2.1291,3
52.5126,-2.1245,3
52.5132,-2.0617,3
52.4625,-1.723,2
52.422,-1.7908,3
52.6268,-1.9027,2
52.5874,-2.0519,2
52.6089,-1.9845,3
52.5552,-2.0685,3
52.5505,-2.0683,3
53.8616,-1.7954,2
53.8088,-1.8359,3
53.7991,-1.7848,3
53.6948,-1.7519,3
53.6935,-1.6548,2
53.6748,-1.6965,3
53.6707,-1.6299,2
53.8436,-1.4824,3
53.7977,-1.671,3
53.8092,-1.5309,3
53.8294,-1.5259,3
53.7947,-1.4717,3
53.7194,-1.4264,1
53.7174,-1.3408,3
54.9674,-1.6055,3
54.9503,-1.6311,3
51.5803,0.1369,3
51.537,0.0688,3
51.5624,-0.2213,3
51.5946,-0.2253,3
51.5938,-0.2133,3
51.4665,0.1624,3
51.5379,-0.3023,3
51.3834,-0.0653,3
51.3815,-0.0923,3
51.4081,-0.0905,3
51.5107,-0.3758,3
51.5024,-0.2821,3
51.5501,-0.3635,3
51.5487,-0.3649,3
51.6464,-0.0473,3
51.6599,-0.0481,3
51.6089,-0.1144,3
51.6535,-0.0884,3
51.5491,-0.0754,2
51.5401,-0.0542,2
51.5516,-0.0211,3
51.5729,-0.071,3
51.4747,-0.1951,3
51.4946,-0.2127,2
51.4965,-0.2349,2
51.4876,-0.2081,3
51.5937,-0.1424,3
51.5839,-0.1,3
51.5993,-0.0939,3
51.5948,-0.1089,3
51.5873,-0.0984,3
51.5917,-0.3521,3
51.5716,0.1805,2
51.5501,0.2471,3
51.5577,0.2434,3
51.5714,0.1847,2
51.5574,0.2497,3
51.523,-0.3937,3
51.612,-0.4264,2
51.4936,-0.2797,3
51.4971,-0.3982,3
51.4994,-0.4088,2
51.4731,-0.3868,3
51.4879,-0.3142,3
51.5009,-0.2852,3
51.5579,-0.1019,3
51.501,-0.1601,3
51.4821,-0.1734,2
51.4109,-0.2921,3
51.4656,-0.103,2
51.4614,-0.1155,3
51.414,-0.1284,3
51.4406,-0.059,3
51.4073,-0.2225,3
51.5449,0.0296,3
51.5406,0.0113,3
51.5083,0.0161,3
51.5437,0.0677,3
51.5056,0.0164,3
51.542,0.0375,3
51.5836,0.0847,3
51.5562,0.0767,2
51.5574,0.1087,3
51.4745,-0.0944,3
51.4886,-0.0959,2
51.4756,-0.0668,3
51.3671,-0.1642,3
51.3693,-0.1336,3
51.5295,-0.0141,3
51.5294,-0.0156,3
51.5127,-0.0644,3
51.5278,-0.0552,3
51.5039,-0.0253,3
51.5644,-0.0111,3
51.433,-0.1821,3
51.4423,-0.2017,3
51.4297,-0.1651,3
51.5023,-0.1572,3
51.5256,-0.1614,3
51.5017,-0.1746,3
51.5128,-0.1933,2
51.5131,-0.1134,3
52.3672,0.0637,3
52.2505,-0.2355,3
52.6693,0.1574,3
52.5613,-0.1284,3
52.1672,0.118,3
53.3209,-1.9756,2
52.8771,-1.6258,3
52.8834,-1.7539,3
52.7782,-1.5574,3
53.313,-1.3497,2
52.9615,-1.417,3
50.5053,-3.59,3
50.902,-3.9089,2
51.0071,-4.2561,3
50.7053,-3.4025,3
50.6481,-3.5725,2
50.2751,-3.8595,3
51.0263,-4.2312,3
50.7007,-3.5464,3
50.79,0.0079,3
50.856,0.5635,3
50.9394,0.6579,3
50.787,0.321,3
50.8384,0.4812,3
50.7687,0.2877,3
50.8873,0.5517,3
51.9246,0.7442,3
51.7663,0.6531,2
51.6326,0.1496,3
51.879,0.889,3
51.8529,0.3441,3
51.8907,0.8341,3
51.9066,0.539,2
51.7528,0.0993,2
51.6109,0.2664,2
51.8183,1.1691,3
51.7624,0.1138,3
51.8961,-2.1121,3
51.0679,-1.2926,3
50.8961,-1.1837,3
50.8449,-1.2281,2
51.7833,-0.411,3
51.7919,-0.6391,2
51.6846,-0.4132,3
51.888,-0.2053,3
51.8532,0.1434,3
51.727,-0.4543,3
51.7015,-0.404,3
51.4272,0.7754,3
51.314,0.2856,3
51.3351,0.1468,3
51.43,0.4004,3
51.2997,0.5911,3
51.2974,0.7695,3
51.4377,0.3901,3
51.3602,1.4319,3
51.2885,0.1969,3
51.1435,0.9035,3
51.4342,0.1831,3
51.1489,1.2744,3
51.27,0.5258,2
50.9833,0.9608,2
51.3126,0.1904,3
53.7018,-2.6397,3
53.7559,-2.3651,3
53.8145,-2.22,3
53.7629,-2.7062,3
53.786,-2.6475,3
53.5995,-2.9018,3
53.736,-2.6562,3
52.7504,-1.4174,2
52.6791,-1.099,2
53.3342,-0.3437,3
52.9453,-0.03,3
53.1896,0.1154,3
53.3788,-0.2502,2
53.1982,0.3272,3
53.2517,-0.5269,3
53.287,0.2288,3
52.6051,1.7366,3
52.6338,1.2772,3
52.5691,1.4084,3
52.9791,-1.0986,2
53.1477,-1.2385,2
53.1573,-1.1557,3
51.9014,-1.6163,3
51.4959,-0.9483,3
51.5566,-0.928,3
52.8244,-1.6481,3
52.6806,-1.832,3
52.6935,-2.1051,2
52.2359,0.8912,2
51.9724,1.3385,3
52.092,1.3526,2
52.0767,0.4478,3
52.2401,0.7341,3
52.454,1.5613,2
51.3797,-0.3448,3
51.3178,-0.5738,3
51.3635,-0.5068,3
51.3459,-0.2816,3
51.388,-0.4951,3
51.4048,-0.4323,3
51.3669,-0.6348,3
51.3197,-0.2059,3
51.3005,-0.4987,3
51.2204,-0.7711,3
51.3454,-0.2364,3
51.2833,-0.0918,3
51.4259,-0.4747,2
51.3151,-0.3038,3
51.3132,-0.2183,3
52.5927,-1.6533,1
52.3624,-1.2672,3
52.4828,-1.5884,3
51.107,-0.3637,3
50.8011,-0.6351,3
51.0439,-0.3453,3
50.8373,-0.3313,3
52.3856,-2.2551,3
52.1979,-2.2136,3
52.2053,-2.3784,3
52.168,-2.2434,3
52.4256,-2.2098,2
52.3128,-1.9881,3
52.1596,-2.1214,2
52.4339,-2.0916,3
55.6797,-4.5165,3
57.3103,-3.6345,2
57.4732,-4.2001,2
57.5667,-4.4242,2
55.8163,-3.2265,2
55.775,-4.2001,2
55.6737,-4.072,3
55.9504,-3.2059,2
55.9803,-3.1985,3
55.894,-4.4818,3
55.9325,-4.4933,2
56.7147,-3.0055,2
56.4743,-3.0283,3
56.468,-2.9406,2
55.9496,-4.3546,3
56.4472,-2.9303,3
55.8709,-4.2212,2
55.8672,-4.273,3
55.8921,-4.2943,3
53.2156,-3.0654,2
53.2158,-3.049,3
51.6037,-3.6422,3
51.5123,-3.2795,3
51.519,-3.1414,3
51.6456,-3.2848,1
51.6543,-3.0368,1
52.4621,-3.3426,2
52.7438,-3.0929,2
52.6618,-3.1414,3
52.8586,-3.1693,3
54.6322,-1.2056,3
54.7016,-1.3079,3
54.5924,-1.2971,3
53.3129,-2.6947,3
53.6711,-2.4529,3
53.7488,-2.4993,3
53.7168,-2.4583,3
53.7577,-0.3062,2
53.7488,-0.3488,3
53.7988,-0.2457,3
53.59,-0.6858,3
53.4777,-0.5788,2
53.5632,-0.6566,3
52.9099,-1.5249,3
52.9159,-1.4753,2
52.9508,-1.1405,3
52.9831,-1.1963,3
52.9593,-1.1732,3
52.6615,-2.4899,3
51.4456,-2.5907,3
51.4663,-2.6113,3
51.4528,-2.5775,3
51.3449,-2.9299,2
51.5249,-2.6036,3
50.3772,-4.1463,3
50.3646,-4.079,2
52.5845,-0.4311,3
51.9258,-0.4306,3
51.9117,-0.4476,2
51.5551,0.6945,3
51.5426,0.7185,3
51.4862,0.2573,2
51.3382,0.594,3
51.4138,0.5174,2
51.3882,0.5068,2
51.3852,0.5443,2
51.3952,0.4775,3
51.4597,-1.31,3
51.53,-0.6234,3
51.5224,-0.6128,3
51.4932,-0.513,3
51.4688,-0.7099,2
51.4113,-0.6949,3
51.4379,-0.8909,3
52.0044,-0.7276,3
52.0515,-0.8195,3
50.8457,-0.1151,3
50.8371,-1.0709,3
50.846,-1.0886,3
50.8032,-1.0641,3
50.9251,-1.3934,2
50.9088,-1.4062,3
50.6468,-1.1856,2
50.6956,-1.3228,2
54.6365,-1.6967,3
53.0369,-2.452,3
53.0726,-2.4813,3
53.2578,-2.1625,3
53.1316,-2.4345,3
53.098,-2.2978,3
52.872,-3.1065,2
52.5593,-2.2783,3
50.2909,-5.043,3
50.4402,-4.6055,3
50.1982,-5.3481,3
50.5223,-4.692,3
50.3605,-4.8495,3
50.262,-5.1007,3
50.3095,-5.2032,3
51.2569,-2.1955,2
51.0634,-1.7823,3
51.448,-2.0908,2
51.3474,-1.7893,3
51.9016,-0.6592,3
51.8875,-0.5212,3
51.9047,-0.5119,3
52.0532,-0.2717,3
52.0948,-0.2526,3
55.1058,-1.618,3
50.7321,-1.9662,3
50.7603,-1.9156,2
50.7253,-1.8444,2
50.7339,-1.8583,3
50.7407,-1.6993,3
50.754,-1.9039,3
50.7124,-2.4547,3
50.8596,-2.1633,3
51.6343,-0.7519,3
51.8195,-0.8133,3
51.5817,-0.7564,3
51.8243,-1.0496,2
51.8131,-0.7826,3
54.8895,-2.9303,3
55.0069,-2.9708,3
54.2203,-2.6737,2
54.7019,-2.6738,3
54.134,-1.5405,3
53.907,-1.1859,3
53.9583,-2.0426,3
54.077,-2.3188,3
53.7589,-1.0606,3
51.0482,-2.7408,2
50.9161,-3.003,3
51.2095,-2.7978,3
53.5786,-2.4352,3
53.5432,-2.3855,2
53.5614,-2.4011,3
53.5552,-2.3076,3
53.453,-2.2449,3
53.5406,-2.1391,2
53.5054,-2.3194,3
53.3701,-2.0998,3
53.3859,-2.1299,3
53.4835,-2.0511,2
53.4574,-2.066,3
53.4553,-2.1122,3
53.5286,-2.476,3
53.5275,-2.4807,3
53.528,-2.6547,3
53.3607,-2.7897,3
53.4279,-2.8254,3
53.4551,-2.8691,3
53.4287,-2.9594,3
53.4551,-2.9232,3
53.4338,-2.9484,3
53.3844,-2.9244,3
53.4093,-2.914,3
53.4792,-2.6743,1
53.4493,-2.7414,3
53.4851,-2.9194,3
53.3839,-3.0677,2
53.5053,-1.48,3
53.4914,-1.4406,2
53.5391,-1.7232,3
53.4588,-1.1662,3
53.5907,-1.1302,3
53.4386,-1.3606,3
53.4339,-1.3634,2
53.4238,-1.4511,3
53.3689,-1.4648,3
53.424,-1.4158,3
53.3899,-1.6418,2
53.3849,-1.4714,2
53.4027,-1.5011,3
54.9793,-1.5417,3
55.0059,-1.5182,3
54.9087,-1.4631,3
54.8993,-1.5371,3
54.9044,-1.5287,2
52.5363,-1.8227,3
52.4963,-1.8399,3
52.4726,-1.9189,3
52.4734,-1.8746,3
52.503,-1.827,3
52.462,-1.8149,2
52.4481,-1.8442,3
52.4538,-1.9082,3
52.5097,-1.95,2
52.4262,-1.91,3
52.4793,-1.7806,3
52.5104,-1.9189,3
52.473,-1.8701,3
52.4735,-1.8724,3
52.384,-1.4978,3
52.5105,-2.0968,3
52.5437,-2.0893,2
52.4583,-2.1177,2
52.5281,-2.0167,3
52.5079,-2.0244,3
52.4959,-1.9705,2
52.4829,-2.0439,3
52.4993,-2.0282,3
52.6272,-1.9309,3
52.5855,-2.132,2
52.5754,-2.1579,3
53.7924,-1.7518,2
53.8166,-1.8024,3
53.7234,-1.8559,2
53.7126,-1.8997,2
53.5986,-1.9273,3
53.7141,-1.6856,3
53.6963,-1.6144,3
53.6545,-1.7857,3
53.672,-1.747,3
53.7767,-1.5601,2
53.8806,-1.7186,3
53.7607,-1.392,2
53.8069,-1.5191,3
53.814,-1.534,2
53.7965,-1.5368,2
53.8072,-1.5123,3
53.8014,-1.4977,3
53.7632,-1.4937,2
53.7184,-1.3768,2
53.6792,-1.578,3
54.9609,-1.6786,2
51.5113,-0.0887,2
51.5353,0.1481,3
51.5292,0.0878,3
51.6115,-0.278,3
51.6284,-0.1494,3
51.4522,0.1233,3
51.5589,-0.2213,3
51.551,-0.2401,3
51.5642,-0.2621,3
51.5437,-0.2956,2
51.5424,-0.2364,3
51.5707,-0.2324,3
51.4096,-0.0446,3
51.3559,0.0893,2
51.5243,-0.1289,3
51.5448,-0.1292,3
51.3865,-0.1106,3
51.3841,-0.1084,3
51.4167,-0.0975,3
51.5185,-0.3765,3
51.5308,-0.3723,3
51.5062,-0.3803,3
51.5087,-0.2714,3
51.5283,-0.2689,2
51.5338,-0.3204,3
51.6108,-0.121,3
51.6468,-0.1353,2
51.6912,-0.1024,3
51.6133,-0.0648,3
51.6444,-0.0465,3
51.4893,0.0675,3
51.4642,0.0305,3
51.4577,0.0579,3
51.4863,0.0093,3
51.4919,0.0079,3
51.4895,0.0845,3
51.556,-0.0746,3
51.5349,-0.0729,3
51.5627,-0.0919,3
51.4676,-0.2123,3
51.4728,-0.1917,3
51.5037,-0.2218,3
51.5849,-0.3397,3
51.6049,0.2093,3
51.5183,0.2102,3
51.5481,-0.4779,3
51.5163,-0.4762,3
51.5496,-0.4431,3
51.4912,-0.2607,3
51.4627,-0.3885,3
51.475,-0.3402,3
51.4363,-0.3781,3
51.4835,-0.3812,3
51.4802,-0.4128,3
51.5345,-0.1118,3
51.5486,-0.0962,3
51.4927,-0.2003,3
51.5029,-0.1176,3
51.4746,-0.1227,3
51.4667,-0.0113,1
51.4746,-0.0417,3
51.4404,-0.0581,2
51.4422,-0.0102,3
51.4419,-0.0319,3
51.407,-0.2315,3
51.4262,-0.2014,3
51.5467,-0.0011,3
51.5,0.0634,3
51.5394,0.051,3
51.5901,0.0629,3
51.426,-0.337,3
51.4679,-0.2655,3
51.4911,-0.0517,3
51.4889,-0.0776,2
51.3698,-0.1877,2
51.3565,-0.1528,3
51.5127,-0.0389,3
51.5149,-0.062,3
51.5249,-0.0717,2
51.4979,-0.0229,3
51.5129,-0.0469,2
51.524,-0.0738,3
51.5764,-0.0157,3
51.5747,-0.0206,2
51.6275,0.0132,3
51.4448,-0.2065,3
51.4794,-0.1427,3
51.4257,-0.1651,3
51.4411,-0.1969,3
51.4235,-0.1459,3
51.4666,-0.2134,3
51.4281,-0.1682,3
51.4937,-0.1454,2
51.5307,-0.1843,2
51.5156,-0.1357,3
51.5198,-0.1588,3
51.5062,-0.1444,3
51.5344,-0.1742,2
51.5084,-0.1548,3
51.5224,-0.1938,3
52.3359,-0.1633,3
52.4021,-0.1382,3
52.2941,-0.0166,2
52.2116,0.1011,3
53.1414,-1.5659,2
53.1638,-1.3479,3
52.9738,-1.6377,3
52.9069,-1.2994,2
53.1957,-1.4906,3
53.2307,-1.4218,3
53.2739,-1.1801,3
50.7985,-3.1569,3
50.6376,-3.3941,3
51.1588,-3.9821,3
50.7893,-3.671,3
50.7224,-3.5392,3
50.6801,-3.2422,2
50.7407,-3.476,3
50.9925,0.1115,2
50.8407,0.4695,2
50.7831,0.0797,3
50.7935,0.314,3
51.8903,0.92,3
51.5878,0.5373,2
51.8125,0.2112,3
51.8829,1.0495,3
51.9054,0.4873,3
51.5632,0.5053,3
51.5772,0.5987,3
51.569,0.4522,3
51.6065,0.6845,3
51.6818,-2.1656,3
51.8894,-2.1492,3
51.8848,-2.1909,3
51.7622,-1.8266,3
51.8502,-2.2255,3
51.0951,-1.2932,3
51.0793,-1.3259,3
51.0273,-0.883,3
50.7847,-1.1623,2
51.0211,-1.3912,3
51.3016,-0.7524,3
50.8494,-1.3967,2
51.2591,-1.1281,3
51.0096,-1.4666,3
51.9571,-0.2473,3
51.754,-0.4363,3
51.6995,-0.4419,3
51.8884,-0.1861,3
51.8671,-0.1843,3
51.2841,1.0534,3
51.2782,1.0443,3
51.4096,0.8116,3
51.1098,0.5691,2
51.3567,1.3985,3
51.0671,1.082,3
51.4254,0.3293,3
51.4154,0.3592,3
51.1186,0.3744,3
51.4413,0.2155,3
51.0864,1.141,3
51.4351,0.1711,2
51.3069,1.1366,2
51.3768,1.3017,3
51.2825,1.042,2
51.2675,1.3198,3
54.0624,-2.8473,3
53.7877,-2.2512,3
53.8542,-2.9092,2
53.8238,-2.2394,3
53.8626,-3.0221,3
53.727,-2.6935,3
53.7619,-2.4249,2
53.5679,-2.8886,3
53.7348,-2.9738,3
52.5375,-1.3854,3
53.161,-0.4329,3
52.8957,-0.67,2
52.9757,-0.0379,2
52.6825,0.9408,3
52.637,1.2646,3
52.8604,1.2829,2
53.0346,-1.3129,3
53.097,-1.2437,2
53.1475,-1.2244,3
53.128,-1.2614,3
53.1344,-1.2284,2
52.9871,-1.207,2
53.1558,-1.1933,2
53.2754,-1.1053,2
51.6143,-1.2244,3
51.777,-1.4703,3
51.7931,-1.3059,2
51.8435,-1.3283,2
51.7359,-1.0817,2
51.7893,-1.2821,3
52.8132,-1.6808,3
52.8606,-1.768,3
52.0784,0.7509,3
52.0604,1.2766,3
51.2985,-0.3305,2
51.2707,0.0298,2
51.2272,-0.6444,3
51.2522,-0.5715,3
51.2825,-0.1747,3
51.2479,-0.5717,3
51.2313,-0.3333,3
51.3093,-0.2667,3
51.3157,-0.3412,3
52.4851,-1.4739,3
52.4705,-1.5652,3
52.1004,-1.6458,3
52.3519,-1.3213,3
50.8367,-0.2606,2
50.8004,-0.6936,3
51.1245,-0.1438,2
50.8206,-0.7176,2
50.8224,-0.4347,3
51.1349,-0.0286,3
51.0359,-0.0335,2
50.957,-0.1396,3
51.1621,-0.172,3
50.8085,-0.5744,3
51.1369,-0.1834,2
50.8286,-0.768,3
51.126,-0.1693,3
51.0155,-0.8214,3
50.82,-0.412,2
52.3149,-1.9394,3
52.3081,-2.0549,3
52.426,-2.1284,3
52.1084,-2.3121,3
52.1135,-2.0786,3
52.2308,-2.2229,3
52.0891,-1.8299,3
52.0872,-1.964,3
54.8844,-4.0529,2
54.6909,-4.3942,3
55.1234,-3.6701,3
55.5972,-4.4773,3
56.0052,-3.8235,2
55.9939,-3.8771,2
55.8185,-3.2908,3
55.8323,-4.223,2
57.1582,-2.0957,3
55.8623,-4.6036,2
55.9758,-3.6168,3
55.976,-3.6065,3
55.8491,-3.5789,3
56.1765,-3.2244,2
55.8775,-4.2909,2
55.8657,-4.2871,1
55.861,-4.1814,3
55.8977,-4.3453,2
55.8888,-4.2649,2
55.8704,-4.2511,3
55.7784,-3.8804,2
53.3146,-3.4173,3
53.3182,-3.4862,3
52.214,-4.2092,3
51.8077,-4.247,3
51.8793,-4.0596,3
51.6887,-3.9235,3
51.4159,-3.2823,3
51.4978,-3.1719,3
51.6805,-3.2326,2
51.7087,-3.0627,2
52.6302,-3.1638,2
54.5686,-1.1746,3
53.7075,-2.483,2
53.8199,-3.0294,3
53.7827,-0.3084,3
53.7589,-0.3493,2
53.7821,-0.3703,3
53.7431,-0.3467,3
53.787,-0.3771,3
53.7674,-0.3537,2
53.8083,-0.462,3
53.9382,-0.5246,2
53.5378,-0.0915,3
53.5668,-0.6541,3
53.5567,-0.8162,3
53.6319,-0.7917,2
53.9635,-1.0862,3
52.6246,-1.1101,3
52.958,-1.1459,1
52.9651,-1.1305,3
52.9731,-1.2098,3
52.9402,-1.1815,3
52.233,-2.9837,2
52.08,-2.6654,2
52.6987,-2.499,2
51.4699,-2.539,3
51.4739,-2.556,3
51.528,-2.6105,3
50.3872,-4.1551,3
50.4841,-3.5338,3
51.5279,-1.7124,3
51.5691,-1.7757,3
51.9071,-0.4238,3
51.4765,0.3229,2
51.5156,0.2689,3
51.3752,0.5312,3
51.385,0.5097,3
51.4182,-0.7407,2
51.4549,-0.9611,3
51.4996,-0.5394,3
51.4657,-0.5872,3
51.4753,-0.8869,3
52.0123,-0.7507,3
50.8269,-0.1549,3
50.8231,-0.1295,3
50.8342,-0.1509,3
50.8388,-0.1554,2
50.8223,-0.1394,2
54.7927,-1.5903,3
54.7389,-1.3262,2
54.7933,-1.5968,3
53.2983,-2.1026,3
53.1714,-2.8186,3
52.9092,-2.8932,3
52.6703,-2.3089,3
52.6428,-2.6584,3
50.4928,-4.4627,3
50.1301,-5.5278,3
50.1413,-5.5189,3
50.1966,-5.3989,3
50.4729,-4.706,3
50.1289,-5.5553,3
51.6389,-1.8404,2
51.0892,-1.7623,3
51.3233,-2.1985,3
51.0663,-2.0778,3
51.2232,-1.6648,3
51.2666,-2.1808,3
51.1867,-2.146,2
52.1199,-0.4492,3
52.1369,-0.4786,3
51.9521,-0.6218,3
51.9362,-0.6767,3
51.8497,-0.4767,2
55.7781,-2.0112,3
55.1688,-1.6897,3
50.7187,-1.873,3
50.7326,-1.8508,3
50.735,-1.9916,3
50.7429,-1.8156,3
50.6338,-2.2345,3
50.7384,-2.0288,3
51.6201,-0.7959,3
51.7806,-0.9786,3
52.3722,-0.7165,3
52.1803,-0.9366,3
52.2585,-0.8393,3
52.2491,-0.895,3
52.2422,-0.9122,3
52.2584,-0.8978,3
54.6581,-3.3544,3
54.9755,-2.9506,2
54.3639,-2.9201,3
54.4238,-1.2819,3
54.4484,-1.5025,3
53.7884,-1.046,3
54.2242,-0.3335,3
53.8957,-1.9851,2
54.0568,-0.7985,3
54.0076,-1.5786,3
51.2295,-2.3033,2
51.1404,-2.4276,3
51.0991,-3.2145,3
52.2085,0.1386,3
52.1998,0.128,3
52.4397,-0.284,3
52.0668,-0.0084,1
53.235,-1.2038,3
