Data;Ora;Luogo;Feriti;Tipo;Latitudine;Longitudine
26/07/2023;16:35;VIA SARDEGNA altezza del civico 80;1;F;38,144563;13,33093
26/07/2023;16:50;CORSO CALATAFIMI nr. 95;1;F;38,110933;13,349522
26/07/2023;18:30;VIA RAITI CARMELO nr. 7;1;F;38,096438;13,347255
26/07/2023;18:40;VIA PRINCIPE DI VILLAFRANCA altezza del civico 54;0;C;38,127908;13,350346
26/07/2023;20:30;VIALE DIANA in prossimit? di Colonia Comunal;1;F;38,156322;13,345315
27/07/2023;01:40;VIA BELMONTE CHIAVELLI altezza del civico 123;0;C;38,083617;13,368181
27/07/2023;08:15;VIA VILLA FLORIO intersezione VIA RE FEDERICO;1;F;38,120839;13,347427
27/07/2023;09:50;VIA DI CARLO NICCOLO' intersezione VIA FOSSI AI;2;F;38,138404;13,366773
27/07/2023;11:30;VIA DUCA DELLA VERDURA intersezione VIA DALLA CHIESA C. A. GEN.;0;C;38,13437;13,352418
27/07/2023;16:00;VIA STREVA VINCENZO GEN. intersezione con VIA TOSELLI PIETRO MAGG.;2;F;38,138286;13,351133
27/07/2023;17:00;VIA MESSINA MARINE altezza del civico 80;3;F;38,106657;13,384978
27/07/2023;19:00;VIA CASTELLANA altezza del civico 163;2;F;38,125921;13,291551
27/07/2023;19:10;PIAZZA INDIPENDENZA altezza (spec.) capp. Palatina;1;F;38,110384;13,35253
27/07/2023;20:20;VIA OLIO DI LINO altezza del civico 4/d;1;F;38,083746;13,325121
28/07/2023;09:30;VIA S.LORENZO altezza del civico 83/b;1;M;38,160608;13,328302
28/07/2023;11:30;LARGO CAVALIERI DEL LAVORO di fronte via Belgio;0;C;38,151395;13,330722
28/07/2023;12:00;VIA VITALI VINCENZO intersezione con VIA ARTALE VITO GEN.;0;C;38,098636;13,348727
28/07/2023;12:30;PIAZZA LEOTTA NICOLA altezza del civico 4;0;C;38,105056;13,357269
28/07/2023;13:50;VIALE DELLE ALPI intersezione VIA PRINCIPE DI PATERNO';0;C;38,13855;13,337845
28/07/2023;14:50;PIAZZA CRISPI FRANCESCO altezza del civico 248;0;C;38,130608;13,353077
28/07/2023;16:00;CORSO TUKORY intersezione con VIA MAGG. PERNI FRANCESCO;0;C;38,109024;13,360545
28/07/2023;23:25;VIA GUERRAZZI F.SCO DOMENICO intersezione con VIA ZISA;1;F;38,115725;13,343264
29/07/2023;01:05;VIA DANTE intersezione VIA LATINI BRUNETTO;0;C;38,123471;13,349424
29/07/2023;01:30;VIALE REGIONE SICILIANA N.O. carr. centrale sottoponte Lazi;2;F;38,140118;13,331255
29/07/2023;15:00;VIA GULI' SIMONE COM. intersezione con VICOLO PIPITONE;1;F;38,140924;13,367292
29/07/2023;17:00;VIA NOTARBARTOLO EMANUELE intersezione con VIA LEOPARDI GIACOMO;3;F;38,132959;13,346711
29/07/2023;19:00;PIAZZA GIULIO CESARE intersezione VIA ROMA;0;C;38,11066;13,366486
30/07/2023;01:00;VIALE REGIONE SICILIANA S.E. nr. 2087;3;F;38,122138;13,329268
30/07/2023;09:45;VIA BORREMANS GUGLIELMO intersezione VIA PRINCIPE DI PALAGONIA;2;F;38,133247;13,336852
30/07/2023;12:30;VIA DELLA LIBERTA' di fronte al civico 163;0;C;38,138225;13,346865
30/07/2023;15:30;VIA ROCCELLA GUSTAVO di fronte al civico 267;0;C;38,092423;13,345948
30/07/2023;15:45;VIALE CAMPANIA intersezione con VIALE LAZIO;1;F;38,142909;13,340318
30/07/2023;16:00;VIA CIACULLI altezza del civico 79;1;F;38,08152;13,398008
30/07/2023;16:10;VIA LA MALFA UGO altezza del civico 139;0;C;38,164578;13,310672
30/07/2023;16:45;VIA TERRASANTA di fronte al civico 107;0;C;38,13117;13,344089
30/07/2023;23:10;VIA SILVESTRI IGNAZIO intersezione VIA DI STEFANO GIUSEPPE;2;F;38,124352;13,321612
31/07/2023;01:00;VIA PLAUTO altezza del civico 18a;0;C;38,198872;13,270471
31/07/2023;05:30;VIA LAZZARO CARMELO di fronte al civico 27;3;M;38,104973;13,355667
31/07/2023;07:38;VIA PERPIGNANO altezza del civico 168;1;F;38,119173;13,335551
31/07/2023;07:50;VIALE REGIONE SICILIANA N.O. altezza del civico 5980 direz. CT;1;F;38,154288;13,319147
31/07/2023;11:20;VIALE REGIONE SICILIANA S.E. in direzione di villabate VIALE REGIONE SICILIANA S.E.;0;C;38,090057;13,344172
31/07/2023;11:30;VIALE REGIONE SICILIANA N.O. altezza SEMAF. PEDONALE;1;F;38,131798;13,330013
31/07/2023;12:10;VIALE REGIONE SICILIANA S.E. altezza del civico 4100;0;C;38,128119;13,329775
31/07/2023;13:30;VIA LATINI BRUNETTO intersezione con VIA DANTE;1;F;38,123455;13,349507
31/07/2023;15:30;VIALE DUCA DEGLI ABRUZZI altezza (inters.) VIALE DELLA RESURREZIONE;1;F;38,170674;13,327782
31/07/2023;16:40;VIA PATTI intersezione VIALE PERTINI SANDRO;2;F;38,174914;13,315903
31/07/2023;17:10;VIALE ERCOLE direzione Bowling PIAZZA LEONI;1;F;38,147004;13,343861
31/07/2023;17:35;VIA PLAUTO altezza del civico 5;0;C;38,197906;13,271956
31/07/2023;19:00;VIALE VENERE altezza del civico 29;1;F;38,190028;13,330875
31/07/2023;20:00;VIA GOETHE altezza del civico 49;1;F;38,121246;13,350574
31/07/2023;21:55;VIA DEL PRETE CARLO altezza del civico 18;1;F;38,112304;13,322248
01/08/2023;07:30;VIA DEI CANTIERI altezza del civico 118;1;R;38,137717;13,365635
01/08/2023;09:50;VIA SETTIMO RUGGERO intersezione VIA COZZO NARCISO;1;F;38,121669;13,357596
01/08/2023;11:00;VIA CARINI ISIDORO altezza del civico 35;1;F;38,128848;13,355909
01/08/2023;11:50;VIA CAPPELLO SALVATORE intersezione con VIA MESSINA MARINE;0;C;38,106872;13,383024
01/08/2023;13:45;VIA SAMPOLO intersezione con VIA CIULLO D'ALCAMO;1;F;38,144029;13,347348
01/08/2023;16:00;VIA SICCHERIA QUATTRO CAMERE altezza civ. 25;0;C;38,112364;13,335013
01/08/2023;16:30;VIADOTTO PERRIER CARLO intersezione VIA AZOTI NICOLO';1;F;38,087331;13,365979
01/08/2023;16:52;VIA ROMA intersezione VIA GRAVINA AMMIRAGLIO;3;F;38,125043;13,358699
01/08/2023;17:20;VIA SALEMI nr. 9;0;C;38,09876;13,389173
01/08/2023;18:20;VIALE PRINCIPE DI SCALEA altezza del civico 49;0;C;38,199737;13,327063
02/08/2023;02:45;VIA ROCCAZZO altezza del civico 85;1;F;38,119739;13,305436
02/08/2023;08:45;VIALE REGIONE SICILIANA N.O. altezza del civico 1571;1;F;38,117263;13,329166
02/08/2023;08:50;VIALE GALILEO GALILEI altezza del civico 68;1;F;38,13473;13,333271
02/08/2023;09:05;VIA CASTELLANA altezza del civico 184;0;C;38,125458;13,293825
02/08/2023;10:40;VIA DEGLI EMIRI altezza intersezione;0;C;38,115914;13,335355
02/08/2023;11:30;VIA PALMERI NICCOLO' intersezione PIAZZA GIULIO CESARE;1;F;38,110446;13,367382
02/08/2023;13:10;VIALE DELLE ALPI altezza del civico 117;1;F;38,144518;13,332497
02/08/2023;13:40;VIA AI VILLINI SANT'ISIDORO altezza del civico 47;2;F;38,124262;13,298232
02/08/2023;15:15;VIA PEREZ FRANCESCO PAOLO intersezione con VIA MORTILLARO VINCENZO;2;F;38,10488;13,367255
02/08/2023;17:30;VIALE DELLA RESURREZIONE altezza del civico 74;2;R;38,168122;13,321389
02/08/2023;17:35;VIA BRIUCCIA altezza v.le Strasburgo;0;C;38,15104;13,331781
02/08/2023;17:40;VIA LO JACONO FRANCESCO altezza del civico 44;0;C;38,133835;13,344834
02/08/2023;18:50;VIALE REGIONE SICILIANA S.E. altezza Auto System;2;F;38,113664;13,32954
02/08/2023;20:00;VIA BANDIERA intersezione VIA ROMA;1;F;38,118516;13,362641
02/08/2023;20:15;VIA NARBONE ALESSIO intersezione con CORSO FINOCCHIARO APRILE CAMILLO;1;R;38,118226;13,34538
02/08/2023;22:55;VIA BASILE ERNESTO pressi Via Solarino;2;F;38,101745;13,348147
03/08/2023;01:00;PIAZZA S.PAOLO di fronte al civico 1;1;F;38,129848;13,292803
03/08/2023;02:00;VIALE ERCOLE in direzione di Pal. Cinese VIALE MARGHERITA DI SAVOIA;0;C;38,169961;13,338564
03/08/2023;02:00;VIALE CAMPANIA altezza del civico 25;0;C;38,145104;13,339157
03/08/2023;09:50;VIA CIMBALI GIUSEPPE intersezione VIA RALLO ALBERTO;2;F;38,140297;13,363836
03/08/2023;11:10;VIA NOTARBARTOLO EMANUELE di fronte LARGO CHERUBINI;1;R;38,13095;13,338779
03/08/2023;13:00;VIA IMPERATORE FEDERICO altezza del civico 40;0;C;38,145872;13,349372
03/08/2023;14:00;VIALE ERCOLE intersezione con VIALE DIANA;1;F;38,150324;13,348666
03/08/2023;15:00;VIA DEI CANTIERI di fronte al civico 26;1;F;38,136656;13,361591
03/08/2023;15:50;VIA LEOPARDI GIACOMO intersezione VIA RAPISARDI MARIO;0;C;38,134912;13,345483
03/08/2023;18:30;VIA TORRETTA altezza del civico 62;0;C;38,197968;13,274567
04/08/2023;01:40;VIALE REGIONE SICILIANA N.O. nr. 8715;1;F;38,171783;13,299125
04/08/2023;05:00;VIALE DIANA intersezione VIALE ERCOLE;0;C;38,15027;13,348748
04/08/2023;08:45;VIALE REGIONE SICILIANA N.O. di fronte Dir. TP;0;C;38,141322;13,331635
04/08/2023;12:00;SALITA DEL CONVENTO altezza S.P.69;1;F;38,09326;13,30708
04/08/2023;12:15;VIALE REGIONE SICILIANA N.O. altezza via Trabucco;0;C;38,157344;13,315294
04/08/2023;14:50;VIALE REGIONE SICILIANA N.O. altezza 3350;3;F;38,153331;13,320371
04/08/2023;17:10;VIA VITTORIO EMANUELE altezza del civico 59;1;F;38,118655;13,368712
04/08/2023;17:50;PIAZZA AMENDOLA GIOVANNI intersezione VIA CLUVERIO;1;F;38,121721;13,35189
04/08/2023;19:10;VIA SPEDALIERI NICOLO' intersezione con VIA BARCA AMILCARE;1;F;38,138942;13,362861
05/08/2023;11:30;VIA PECORAINO FILIPPO pressi parcheg. forum;1;F;38,091994;13,409024
05/08/2023;12:35;VIA CALA nr. 108;0;C;38,119254;13,366807
05/08/2023;16:30;VIA BONANNO PIETRO direzione 500 METRI PRMA VIA SANTUARIO MONTEPELLEGRINO;0;C;38,156981;13,360603
05/08/2023;20:00;VIA PRINCIPE DI PATERNO' intersezione VIALE GIULIANO BORIS;2;F;38,140247;13,342019
05/08/2023;20:30;VIA LAVAGGI ANTONIO intersezione VIA ZAMPARRONE BALDASSARE;1;F;38,123022;13,339044
05/08/2023;21:30;VIA MESSINA MARINE altezza (spec.) buccheri la fer;1;F;38,106358;13,386066
05/08/2023;23:45;VIALE REGIONE SICILIANA N.O. nr. 1800;1;F;38,119796;13,328576
06/08/2023;02:05;VIA LASCARIS COSTANTINO intersezione VIA IMERA;0;C;38,117055;13,348812
06/08/2023;03:30;VIALE STRASBURGO nr. 387;1;F;38,163511;13,320312
06/08/2023;10:00;VIA NOTARBARTOLO EMANUELE altezza (spec.) intersezione;1;F;38,13235;13,344375
06/08/2023;15:30;VIA MONGIBELLO intersezione VIA CALPURNIO;0;C;38,207668;13,324511
06/08/2023;16:15;VIA TOMMASO NATALE intersezione VIA DRAGO CASIMIRO;1;F;38,175273;13,300188
06/08/2023;18:10;VIA PECORARO ANTONINO LOMBARDO altezza (inters.) PIAZZA VIGILI DEL FUOCO;0;C;38,091642;13,409534
07/08/2023;02:55;VIALE CASTIGLIA LUIGI altezza del civico 58;0;C;38,115401;13,336465
07/08/2023;10:45;VIA SARDEGNA intersezione con VIA ABRUZZI;2;F;38,14565;13,33351
07/08/2023;14:00;VIA ARCHIMEDE intersezione con PIAZZA DELLA PACE;2;F;38,130752;13,359749
07/08/2023;14:15;VIALE REGIONE SICILIANA N.O. s.n.c.;1;F;38,151571;13,323182
07/08/2023;16:00;VIA ALESSI GIUSEPPE altezza del civico 5;1;F;38,140232;13,350056
07/08/2023;16:00;PIAZZA PRETORIA altezza (inters.) VIA MAQUEDA;0;C;38,115723;13,361538
07/08/2023;19:30;VIA SAMPOLO intersezione con VIA LAURANA FRANCESCO;1;F;38,136743;13,354851
08/08/2023;00:05;VIA UDITORE intersezione con VIA CIMABUE GIOVANNI;2;F;38,130859;13,324826
08/08/2023;08:30;VIA LINCOLN di fronte al civico 98;1;F;38,111822;13,368968
08/08/2023;08:30;VIA TRAPANI PESCIA altezza del civico 61/A;0;C;38,174852;13,32401
08/08/2023;09:30;VIA CIMABUE GIOVANNI intersezione con VIA UDITORE;1;F;38,130887;13,324821
08/08/2023;09:45;VIALE REGIONE SICILIANA N.O. altezza sottovia A 29;1;F;38,165346;13,305511
08/08/2023;10:00;VIA TRAPANI PESCIA altezza del civico 61/A;0;C;38,175095;13,324834
08/08/2023;21:50;VIA ROMA altezza del civico 383;1;F;38,121307;13,361336
08/08/2023;22:20;VIA BORDONARO altezza del civico 87;0;C;38,164499;13,369452
09/08/2023;10:00;CORSO TUKORY altezza del civico 136;0;C;38,109005;13,360404
09/08/2023;10:21;CORSO TUKORY altezza del civico 136;0;C;38,10901;13,360381
09/08/2023;12:00;VIALE REGIONE SICILIANA S.E. carr. laterale direzione CT;1;F;38,094667;13,337539
09/08/2023;12:00;VIA DI STEFANO altezza del civico 13;1;F;38,123332;13,355925
09/08/2023;14:15;VIALE REGIONE SICILIANA N.O. pressi TASCALANZA 118;0;C;38,1144;13,329186
09/08/2023;14:20;PIAZZA EINSTEIN ALBERT di fronte viale RegioneTP;1;F;38,129177;13,330176
09/08/2023;16:40;VIA CRISPI FRANCESCO pressi sot.XIII vittim;1;F;38,123257;13,364615
09/08/2023;19:20;VIA BRASCA altezza del civico 6c;1;F;38,086302;13,380674
10/08/2023;02:04;VIA GOETHE nr. 45;1;F;38,121168;13,350593
10/08/2023;14:00;VIALE MICHELANGELO altezza del civico 29;0;C;38,139795;13,330355
10/08/2023;16:40;CORSO DEI MILLE altezza (spec.) decollati;1;F;38,106571;13,373236
10/08/2023;18:00;"VIALE REGIONE SICILIANA N.O. pressi ""Fil Pio Cars""";0;C;38,145536;13,329271
11/08/2023;01:30;VIA MONGITORE ANTONINO intersezione con VIA CADORNA LUIGI GEN.;1;F;38,109993;13,356285
11/08/2023;02:30;PIAZZA BOLIVAR SIMON intersezione VIALE NICOLETTI ROSARIO;5;F;38,189015;13,29852
11/08/2023;10:15;PIAZZA BEATI PAOLI altezza del civico 1;1;F;38,11663;13,355644
11/08/2023;11:30;VIA CILEA FRANCESCO intersezione con VIA TRAMONTANA;0;C;38,132211;13,33911
11/08/2023;13:00;VIALE DUCA DEGLI ABRUZZI s.n.c.;1;F;38,171043;13,327674
11/08/2023;16:20;VIA SFERRACAVALLO intersezione con VIA DELL'ARANCIO;2;M;38,195896;13,279596
11/08/2023;17:50;VIA CALA altezza (spec.) PORTA FELICE;1;F;38,119729;13,371454
12/08/2023;08:30;VIA GIAFAR EMIRO altezza svincolo;1;F;38,091071;13,385314
12/08/2023;15:00;VIA PRINCIPE DI PATERNO' intersezione con VIA LISZT FRANZ;2;F;38,13761;13,335659
12/08/2023;18:30;VIALE MARGHERITA DI SAVOIA intersezione VIALE DELLE PALME;0;C;38,196103;13,331883
12/08/2023;19:20;VIA XIMENES LEONARDO intersezione con VIA ARCHIMEDE;0;C;38,129545;13,35685
13/08/2023;04:35;VIA DUCA DELLA VERDURA in prossimit? di libert?;1;F;38,133704;13,34977
13/08/2023;06:45;VIALE LAZIO intersezione con VIA VENETO;1;F;38,142234;13,338349
13/08/2023;11:25;FORO UMBERTO I altezza (inters.) VIA ROMANO GIUSEPPE;2;F;38,116435;13,374343
13/08/2023;12:52;PIAZZA CRISPI FRANCESCO altezza (spec.) EDICOLA;0;C;38,130334;13,352321
13/08/2023;19:50;VIA SEGESTA altezza del civico 6;3;F;38,123763;13,348173
13/08/2023;21:30;VIALE MICHELANGELO intersezione con VIA AL SANTUARIO DI CRUILLAS;0;C;38,136479;13,330474
14/08/2023;11:00;VIA ARIOSTO LUDOVICO intersezione con VIA LEOPARDI GIACOMO;0;C;38,134379;13,345811
14/08/2023;13:50;VIALE VENERE altezza del civico 35;2;F;38,190125;13,331688
15/08/2023;01:30;VIALE CAMPANIA di fronte via b. verona;0;C;38,144046;13,339681
15/08/2023;02:51;VIA TITONE MICHELE altezza del civico 12;0;C;38,106741;13,336119
15/08/2023;10:20;VIALE TRE GRAZIE (DELLE) in prossimit? di Corrado T. Crud;0;C;38,184722;13,329401
15/08/2023;13:00;LUNGOMARE COLOMBO CRISTOFORO altezza del civico 150;1;F;38,165509;13,365846
15/08/2023;14:10;VIALE PRINCIPESSA MAFALDA intersezione VIALE DELLE PALME;1;F;38,195511;13,335229
15/08/2023;18:30;PIAZZA TREDICI VITTIME intersezione VIA CRISPI FRANCESCO;0;C;38,123264;13,364572
16/08/2023;07:45;VIA MAUROLICO FRANCESCO intersezione con VIA FAZELLO TOMMASO;0;C;38,108652;13,366697
16/08/2023;08:00;VIA LO IACONO VINCENZO altezza (inters.) VIA ARIOSTO LUDOVICO;0;C;38,095447;13,344612
16/08/2023;08:30;VIA PADRE MASSIMILIANO KOLBE s.n.c.;1;F;38,095258;13,426571
16/08/2023;15:00;VIA PALINURO altezza del civico 77;2;F;38,204531;13,323318
16/08/2023;15:45;LUNGOMARE COLOMBO CRISTOFORO altezza del civico 3110;1;F;38,191316;13,357674
16/08/2023;16:15;VIA TITONE MICHELE altezza del civico 18;0;C;38,107169;13,337925
16/08/2023;19:00;VIA GIOTTO intersezione VIALE GALILEO GALILEI;1;F;38,130981;13,334673
17/08/2023;02:15;VIALE ERCOLE s.n.c.;1;F;38,160656;13,341131
17/08/2023;09:00;VIALE REGIONE SICILIANA S.E. altezza del civico 8161;1;F;38,086372;13,350128
17/08/2023;10:00;VIA LA MALFA UGO altezza del civico 36;0;C;38,158887;13,316796
17/08/2023;12:45;VIA NOTARBARTOLO EMANUELE intersezione con VIA LEOPARDI GIACOMO;1;F;38,13297;13,34667
17/08/2023;14:15;VIA ROMA intersezione con VIA SPINUZZA SALVATORE;0;C;38,121653;13,361022
17/08/2023;22:30;VIA PIANO DELL'UCCIARDONE s.n.c.;1;F;38,131948;13,35964
18/08/2023;06:25;VIA BOLOGNI intersezione VIA PANDOLFINI;1;F;38,113418;13,307851
18/08/2023;07:00;VIA BUONRIPOSO altezza (spec.) d.f. civ.201;2;F;38,098396;13,370434
18/08/2023;09:05;VIA CASTELFORTE altezza del civico 63;1;F;38,174505;13,326579
18/08/2023;09:15;VIA BASILE ERNESTO intersezione con VIA ARTALE VITO GEN.;1;F;38,100331;13,347437
18/08/2023;10:35;VIA CHIARAMONTE ANDREA altezza del civico 30;3;F;38,106417;13,358297
18/08/2023;15:15;VIA GREGORIO MAGNO PAPA intersezione VIA MASSAIA GUGLIELMO CARD.;0;C;38,152255;13,37068
18/08/2023;18:30;VIALE MICHELANGELO altezza (inters.) VIA AL SANTUARIO DI CRUILLAS;0;C;38,136465;13,330522
19/08/2023;10:00;VIALE LEONARDO DA VINCI altezza del civico 2841;1;F;38,12665;13,308305
19/08/2023;11:20;VIA PORTELLA DELLA GINESTRA altezza (inters.) VIA BIONE CESARE;1;F;38,101075;13,391482
19/08/2023;12:00;VIALE REGIONE SICILIANA S.E. carr. laterale DIR TP CIV 200;1;F;38,101505;13,330818
19/08/2023;17:00;STRADA STATALE 624 km 2;4;F;38,052109;13,307815
19/08/2023;21:48;VIALE REGIONE SICILIANA S.E. altezza del civico 2173;0;C;38,122965;13,329203
20/08/2023;04:50;VIALE MICHELANGELO intersezione VIA BRUNELLESCHI FILIPPO;1;F;38,135101;13,313945
20/08/2023;05:30;VIA LISZT FRANZ lato numeri pari 5;1;F;38,135569;13,336341
20/08/2023;11:30;VIA MASSAIA GUGLIELMO CARD. intersezione VIA GREGORIO MAGNO PAPA;1;F;38,152314;13,370742
20/08/2023;15:30;VIALE REGIONE SICILIANA N.O. nr. 9478;1;F;38,177587;13,294119
21/08/2023;08:00;PIAZZETTA SFERRACAVALLO intersezione VIA MANDERINO;1;F;38,197644;13,277038
21/08/2023;09:45;VIA SAURO NAZARIO intersezione con VIA SETTEMBRINI LUIGI;1;F;38,124131;13,331072
21/08/2023;10:00;VIA GIACHERY CARLO intersezione con VIA DEI CANTIERI;0;C;38,135909;13,358442
21/08/2023;12:50;VIA ROMA altezza (inters.) VIA MILANO;1;F;38,111611;13,36611
21/08/2023;13:30;VIALE MARCHESE DI VILLABIANCA altezza (inters.) VIA CORDOVA FILIPPO;1;F;38,141597;13,347473
21/08/2023;15:30;VIA BARI altezza del civico 18;1;F;38,118131;13,361648
21/08/2023;15:50;VIA SOLARINO UMBERTO intersezione con VIA BASILE ERNESTO;1;F;38,101459;13,348032
21/08/2023;16:15;VIA DELL'ORSA MINORE altezza del civico 8;0;C;38,096853;13,372242
21/08/2023;16:30;CORSO TUKORY intersezione VIA DI CRISTINA GIOVANNI;1;F;38,108555;13,358007
21/08/2023;23:40;CORSO DEI MILLE altezza (inters.) VICOLO NUCCIO;1;F;38,102382;13,380488
22/08/2023;09:15;VIA MESSINA MONTAGNE nr. 1;1;F;38,083385;13,427994
22/08/2023;11:26;VIA CRISPI FRANCESCO altezza (spec.) molo s lucia;1;F;38,129553;13,361098
22/08/2023;11:30;VIA XIMENES LEONARDO intersezione VIA ALBANESE ENRICO;1;F;38,130581;13,356142
22/08/2023;15:50;VIA COSTANZO AURELIO intersezione con VIA DEI CANTIERI;0;C;38,13629;13,360193
22/08/2023;17:15;VIA LA FERLA FRANCESCO GEN. intersezione con VIA ALBRICCI ALBERIGO GEN.;2;F;38,10077;13,394536
22/08/2023;18:45;VIA CATALANO altezza del civico 35;1;F;38,199044;13,313837
23/08/2023;02:15;PIAZZA SCAFFA altezza Largo Macello;0;C;38,1037;13,377608
23/08/2023;03:00;VIA ZAPPA GINO di fronte al civico 44;0;C;38,178252;13,312563
23/08/2023;11:30;VIALE REGIONE SICILIANA N.O. altezza (spec.) sott.passo citt;0;C;38,165641;13,305605
23/08/2023;15:00;VIA BACHELET VITTORIO altezza del civico 58;2;R;38,087364;13,33502
23/08/2023;17:00;VIA DELLA FERROVIA A S.LORENZO di fronte al civico 50;0;C;38,163261;13,316146
23/08/2023;18:50;VIALE PRINCIPE DI SCALEA altezza del civico 61;1;F;38,20069;13,326277
23/08/2023;19:24;VIA CAMPOLO GIOVANNI altezza del civico 44;1;F;38,128662;13,335015
23/08/2023;22:45;VIALE LAZIO intersezione con VIALE DELLE ALPI;0;C;38,141179;13,335147
24/08/2023;05:00;VIALE DIANA intersezione VIALE ERCOLE;0;C;38,150316;13,348666
24/08/2023;11:00;LARGO BARBARO PIETRO intersezione con VIA CRISPI FRANCESCO;0;C;38,125327;13,363607
24/08/2023;14:05;VIA TRINACRIA intersezione con VIA VAL DI MAZARA;0;C;38,149169;13,338094
24/08/2023;14:30;VIALE MARGHERITA DI SAVOIA altezza del civico 89;1;F;38,183207;13,333831
24/08/2023;16:15;VIALE REGIONE SICILIANA altezza del civico 2047;1;F;38,121869;13,329226
24/08/2023;18:00;VIALE DELLE ALPI altezza del civico 93/D;0;C;38,142468;13,334063
25/08/2023;01:10;VIALE PRINCIPE DI SCALEA intersezione PIAZZA VALDESI;1;R;38,196908;13,331348
25/08/2023;09:45;VIA CASALINI altezza 124;2;F;38,128221;13,31361
25/08/2023;13:20;VIALE REGIONE SICILIANA N.O. di fronte al civico 7800;1;F;38,165399;13,305466
25/08/2023;13:30;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA PERPIGNANO;1;F;38,119384;13,328977
25/08/2023;13:30;VIA GIAFAR EMIRO in direzione di PZA TORRELUNGA PIAZZA TORRELUNGA;1;F;38,098807;13,391704
25/08/2023;13:55;VIA RALLO ALBERTO intersezione con VIA CIMBALI GIUSEPPE;3;F;38,140271;13,363863
25/08/2023;14:35;VIA CRISPI FRANCESCO intersezione PIAZZA DELLA PACE;0;C;38,130864;13,360313
25/08/2023;17:00;VIALE ERCOLE altezza VIALE DIANA;2;F;38,150237;13,348647
25/08/2023;17:15;VIA LANZA DI SCALEA GIUSEPPE altezza del civico 1577;3;F;38,176771;13,310018
26/08/2023;07:15;FORO UMBERTO I altezza del civico 4;0;C;38,117451;13,373175
26/08/2023;11:30;VIA DELL'ACACIA intersezione con VIA PAULSEN FEDERICO;1;F;38,098723;13,325481
26/08/2023;14:15;VIA DE FILIPPO TITINA altezza del civico 32;0;C;38,102522;13,327149
26/08/2023;15:45;CORSO CALATAFIMI altezza 967;1;F;38,0997;13,322035
26/08/2023;21:23;VIA ROMA altezza del civico 300;2;F;38,118709;13,362532
27/08/2023;00:10;VIA ROMA altezza del civico 217;0;C;38,11744;13,363222
27/08/2023;02:30;LUNGOMARE COLOMBO CRISTOFORO intersezione VIA DUCEZIO;0;C;38,188835;13,349116
27/08/2023;04:30;VIA PORRAZZI intersezione con VIA MULE' GIUSEPPE;1;F;38,102535;13,334195
27/08/2023;09:55;VIA VANVITELLI LUIGI altezza civico 19;0;C;38,143186;13,315594
27/08/2023;11:00;VIA VOLTURNO altezza del civico 36;1;F;38,11957;13,354596
27/08/2023;12:00;VIA S.VINCENZO DE PAOLI altezza (inters.) VIA MASSAIA GUGLIELMO CARD.;1;F;38,152316;13,371244
28/08/2023;09:30;PIAZZA VITTORIO VENETO altezza 20;0;C;38,145472;13,342474
28/08/2023;11:30;VIA DELL'ARSENALE intersezione con VIA PIANO DELL'UCCIARDONE;0;C;38,134256;13,358771
28/08/2023;14:30;VIA SENOCRATE DI AGRIGENTO altezza (inters.) VIA CASTELLOTTI EUGENIO;0;C;38,18061;13,316276
28/08/2023;16:20;VIALE REGIONE SICILIANA N.O. altezza (spec.) paisiello;1;F;38,134465;13,330752
28/08/2023;16:30;VIA MESSINA MARINE altezza 245;2;F;38,105878;13,387448
28/08/2023;16:45;VIALE REGIONE SICILIANA S.E. altezza (spec.) ponte corleone;0;C;38,090049;13,344398
28/08/2023;20:40;ROTONDA PADRI ROGAZIONISTI intersezione VIA CASTELLANA;1;F;38,125696;13,301062
29/08/2023;10:10;VIA DI MARZO GIOACCHINO nr. 40;0;C;38,133158;13,344809
29/08/2023;11:45;VIA DELL'ORSA MAGGIORE intersezione con VIA DELL'ORSA MINORE;1;F;38,093706;13,366142
29/08/2023;13:00;VIA DELL'ORSA MAGGIORE intersezione con VIA DELL'ORSA MINORE;0;C;38,093706;13,366142
29/08/2023;15:45;VIA ROCCAZZO altezza del civico 138;0;C;38,120247;13,305854
29/08/2023;17:56;CORSO DEI MILLE intersezione VIA CORSELLI RODOLFO GEN.;2;F;38,096476;13,397655
29/08/2023;20:10;VIA MARCHESE DI ROCCAFORTE altezza 28;1;F;38,143682;13,34628
29/08/2023;21:30;VIA MONTI IBLEI altezza del civico 37;0;C;38,146161;13,330515
29/08/2023;22:50;VIA BELGIO altezza del civico 4;1;F;38,150718;13,329567
29/08/2023;23:50;CORSO CALATAFIMI altezza del civico 817;0;C;38,101454;13,326355
30/08/2023;06:00;VIA BRUNELLESCHI FILIPPO intersezione con VIA SCAGLIONE PIETRO;1;F;38,139854;13,313782
30/08/2023;08:00;VIA ERRANTE VINCENZO intersezione VIA DEL VESPRO;1;F;38,106686;13,362433
30/08/2023;10:20;VIA TASCA LANZA nr. 88;1;F;38,112856;13,32918
30/08/2023;10:40;VIALE REGIONE SICILIANA N.O. altezza del civico 7024;1;F;38,161269;13,310508
30/08/2023;11:10;VIALE DE MAURO MAURO di fronte vicari;4;F;38,126641;13,302521
30/08/2023;13:20;VIA GIORDANO UMBERTO s.n.c.;0;C;38,134901;13,339346
