comune_code,comune_name,provincia,2019_total_pop,2021_total_pop,2024_total_pop,2026_total_pop,2019_0-4_male,2019_0-4_female,2019_5-9_male,2019_5-9_female,2019_10-14_male,2019_10-14_female,2019_15-19_male,2019_15-19_female,2019_20-24_male,2019_20-24_female,2019_25-29_male,2019_25-29_female,2019_30-34_male,2019_30-34_female,2019_35-39_male,2019_35-39_female,2019_40-44_male,2019_40-44_female,2019_45-49_male,2019_45-49_female,2019_50-54_male,2019_50-54_female,2019_55-59_male,2019_55-59_female,2019_60-64_male,2019_60-64_female,2019_65-69_male,2019_65-69_female,2019_70-74_male,2019_70-74_female,2019_75-79_male,2019_75-79_female,2019_80-84_male,2019_80-84_female,2019_85-89_male,2019_85-89_female,2019_90-94_male,2019_90-94_female,2019_95-99_male,2019_95-99_female,2019_100+_male,2019_100+_female,2021_0-4_male,2021_0-4_female,2021_5-9_male,2021_5-9_female,2021_10-14_male,2021_10-14_female,2021_15-19_male,2021_15-19_female,2021_20-24_male,2021_20-24_female,2021_25-29_male,2021_25-29_female,2021_30-34_male,2021_30-34_female,2021_35-39_male,2021_35-39_female,2021_40-44_male,2021_40-44_female,2021_45-49_male,2021_45-49_female,2021_50-54_male,2021_50-54_female,2021_55-59_male,2021_55-59_female,2021_60-64_male,2021_60-64_female,2021_65-69_male,2021_65-69_female,2021_70-74_male,2021_70-74_female,2021_75-79_male,2021_75-79_female,2021_80-84_male,2021_80-84_female,2021_85-89_male,2021_85-89_female,2021_90-94_male,2021_90-94_female,2021_95-99_male,2021_95-99_female,2021_100+_male,2021_100+_female,2024_0-4_male,2024_0-4_female,2024_5-9_male,2024_5-9_female,2024_10-14_male,2024_10-14_female,2024_15-19_male,2024_15-19_female,2024_20-24_male,2024_20-24_female,2024_25-29_male,2024_25-29_female,2024_30-34_male,2024_30-34_female,2024_35-39_male,2024_35-39_female,2024_40-44_male,2024_40-44_female,2024_45-49_male,2024_45-49_female,2024_50-54_male,2024_50-54_female,2024_55-59_male,2024_55-59_female,2024_60-64_male,2024_60-64_female,2024_65-69_male,2024_65-69_female,2024_70-74_male,2024_70-74_female,2024_75-79_male,2024_75-79_female,2024_80-84_male,2024_80-84_female,2024_85-89_male,2024_85-89_female,2024_90-94_male,2024_90-94_female,2024_95-99_male,2024_95-99_female,2024_100+_male,2024_100+_female,2026_0-4_male,2026_0-4_female,2026_5-9_male,2026_5-9_female,2026_10-14_male,2026_10-14_female,2026_15-19_male,2026_15-19_female,2026_20-24_male,2026_20-24_female,2026_25-29_male,2026_25-29_female,2026_30-34_male,2026_30-34_female,2026_35-39_male,2026_35-39_female,2026_40-44_male,2026_40-44_female,2026_45-49_male,2026_45-49_female,2026_50-54_male,2026_50-54_female,2026_55-59_male,2026_55-59_female,2026_60-64_male,2026_60-64_female,2026_65-69_male,2026_65-69_female,2026_70-74_male,2026_70-74_female,2026_75-79_male,2026_75-79_female,2026_80-84_male,2026_80-84_female,2026_85-89_male,2026_85-89_female,2026_90-94_male,2026_90-94_female,2026_95-99_male,2026_95-99_female,2026_100+_male,2026_100+_female
103042,Masera,Verbano-Cusio-Ossola,2940,2896,2898,2974,0.6803,0.7143,0.9524,1.3946,1.0884,0.9524,1.2585,1.1905,1.0884,1.3605,1.1565,0.8163,1.0884,0.7143,1.0884,0.8844,1.9728,2.1769,2.0068,2.3129,2.483,2.2449,1.6667,1.8367,1.7687,2.1088,1.7007,1.8707,1.7347,1.4966,1.0884,1.4626,0.8844,1.0204,0.4762,0.6122,0.102,0.2721,0.0,0.2721,24.2857,25.7143,0.8287,0.6561,0.9323,1.0014,1.174,1.3467,1.0359,0.9669,1.3122,1.3467,1.174,0.8287,1.174,0.6561,1.0359,0.9323,1.5884,1.5884,2.0718,2.5207,2.0718,2.1064,2.2099,2.1754,1.7265,1.7956,1.6229,2.0373,2.0028,2.0718,1.0704,1.2086,1.0359,0.9669,0.2762,0.7251,0.2417,0.2417,0.0,0.2417,24.5856,25.4144,0.9662,0.5866,1.0352,0.7937,1.0007,1.4493,1.1042,0.8972,1.4148,1.1042,1.2422,1.4493,1.4148,1.2077,1.0697,0.8627,1.1042,0.8282,2.0359,2.1049,1.9669,2.1739,2.1394,2.0704,1.8979,1.8288,1.7253,2.0014,1.7253,1.8979,1.4148,1.4148,0.8972,1.2422,0.5521,0.5866,0.2415,0.4141,0.0,0.1035,24.9482,25.0863,0.7061,0.6725,0.9751,0.7734,0.9751,1.076,1.2777,1.345,1.076,1.2441,1.614,1.5131,1.2441,1.0424,1.345,0.9415,1.1096,0.9415,1.5804,1.5131,1.9839,2.421,2.152,2.0847,2.2192,1.8494,1.4795,1.7821,1.5467,1.8494,1.7821,1.9502,0.8406,0.9751,0.7061,0.5716,0.1681,0.4707,0.0672,0.1009,24.8487,25.1849
103043,Massiola,Verbano-Cusio-Ossola,252,240,220,206,0.3968,0.3968,2.381,0.0,0.7937,1.1905,1.9841,0.7937,1.1905,1.5873,0.7937,1.5873,1.1905,0.3968,1.5873,0.3968,0.7937,1.9841,1.5873,1.5873,1.9841,2.381,3.5714,1.9841,1.5873,1.1905,2.381,2.381,0.7937,1.9841,0.3968,0.7937,1.1905,1.1905,0.3968,1.1905,0.7937,0.7937,0.0,0.3968,25.7937,24.2063,0.4167,0.0,2.0833,0.4167,1.25,0.8333,1.25,1.25,2.0833,0.8333,0.8333,2.0833,2.0833,0.4167,0.4167,0.0,1.6667,0.8333,0.8333,2.5,2.9167,1.6667,2.0833,2.0833,3.75,2.5,1.25,1.25,2.0833,2.0833,0.4167,1.6667,0.8333,0.4167,0.8333,1.6667,0.0,0.0,0.0,0.4167,27.0833,22.9167,0.4545,0.0,0.4545,0.4545,2.2727,0.0,0.9091,1.3636,3.1818,1.3636,1.3636,1.3636,0.9091,0.4545,0.4545,0.0,1.8182,0.0,1.3636,2.2727,1.8182,1.3636,2.2727,2.7273,4.5455,3.1818,2.2727,0.9091,2.7273,2.2727,0.9091,1.8182,0.4545,0.4545,0.0,1.3636,0.0,0.4545,0.0,0.0,28.1818,21.8182,0.0,0.9709,0.4854,0.0,1.9417,0.4854,0.9709,0.9709,1.4563,1.4563,2.4272,0.9709,0.4854,0.9709,0.9709,0.0,0.4854,0.0,1.9417,0.9709,0.9709,1.9417,3.8835,2.4272,3.3981,2.4272,3.8835,2.4272,0.9709,1.4563,2.4272,1.9417,0.4854,1.4563,0.4854,0.4854,0.0,0.9709,0.0,0.0,27.6699,22.3301
103044,Mergozzo,Verbano-Cusio-Ossola,4318,4272,4298,4262,0.7411,0.4863,1.1811,1.4127,1.4127,1.3432,1.0885,1.0885,0.7179,1.0421,1.2043,1.0653,0.88,1.019,1.3895,1.4822,2.1538,2.2464,2.2233,2.2696,2.4317,2.0611,1.8759,1.5516,1.5748,2.3159,1.6211,1.1348,1.5053,1.2506,1.2969,1.3201,0.8337,0.9958,0.3242,0.8106,0.1853,0.3474,0.0,0.0926,24.6874,25.3358,0.632,0.4213,0.9363,1.1704,1.4279,1.2406,1.147,1.2875,0.8193,1.1002,1.1002,1.0534,0.8895,1.0066,1.3811,1.1938,1.8258,1.8727,2.411,2.5749,2.5047,2.2004,2.0833,1.7556,1.4747,2.2472,1.8727,1.5449,1.5449,1.1236,1.0768,1.264,1.0066,1.1002,0.3511,0.6788,0.1873,0.3979,0.0234,0.0702,24.6957,25.3043,0.5584,0.5817,0.7445,0.6515,1.3029,1.4193,1.3495,1.3727,1.0703,1.1866,0.7911,1.2099,1.3727,1.1633,0.8841,1.1633,1.5356,1.5123,2.1638,2.3267,2.3499,2.3499,2.3499,2.094,1.8846,1.5356,1.5356,2.3732,1.5821,1.0703,1.3727,1.0237,0.9539,1.1168,0.6515,0.698,0.1629,0.4421,0.0233,0.0698,24.6394,25.3606,0.6335,0.7977,0.6335,0.5162,1.1028,1.2201,1.4313,1.267,1.1028,1.4078,0.9855,1.0089,1.1028,1.1497,0.8916,1.1028,1.3374,1.1732,1.9005,1.9474,2.534,2.6279,2.5809,2.1821,1.9709,1.7832,1.4782,2.0413,1.8301,1.5016,1.4313,0.9855,0.8916,1.0793,0.7039,0.7274,0.2112,0.5397,0.0939,0.0939,24.8475,25.1525
103045,Miazzina,Verbano-Cusio-Ossola,762,732,726,804,0.5249,0.5249,0.6562,0.2625,1.5748,0.2625,1.4436,0.5249,1.9685,1.1811,1.1811,0.2625,1.8373,1.3123,0.6562,1.4436,1.1811,2.231,2.3622,2.7559,2.7559,1.9685,1.9685,2.231,1.706,0.9186,1.9685,1.5748,1.5748,1.9685,2.0997,1.1811,1.4436,1.3123,0.2625,0.2625,0.0,0.5249,0.0,0.1312,27.1654,22.8346,0.6831,0.5464,0.4098,0.4098,1.5027,0.2732,0.8197,0.5464,1.2295,0.9563,0.6831,0.5464,1.6393,0.8197,1.0929,1.3661,1.0929,1.2295,1.776,2.459,3.0055,2.1858,3.0055,3.0055,2.459,1.3661,1.9126,1.2295,1.776,1.776,1.6393,1.776,1.3661,1.5027,0.8197,0.5464,0.1366,0.1366,0.0,0.2732,27.0492,22.9508,0.2755,0.2755,0.6887,0.6887,0.6887,0.2755,1.3774,0.4132,0.9642,0.551,0.9642,1.1019,0.9642,0.551,2.0661,1.1019,0.9642,1.3774,1.2397,1.9284,3.0303,2.6171,2.7548,1.9284,2.4793,2.6171,2.2039,1.1019,1.9284,1.7906,1.2397,2.2039,1.6529,1.2397,1.2397,0.9642,0.2755,0.1377,0.0,0.1377,26.9972,23.0028,0.2488,0.3731,0.8706,0.4975,0.2488,0.6219,1.3682,0.6219,1.1194,0.7463,1.4925,1.1194,0.995,0.995,1.4925,1.7413,1.2438,1.8657,1.1194,1.2438,1.4925,1.99,3.2338,1.99,2.6119,3.3582,2.2388,1.3682,1.99,1.1194,1.6169,1.6169,1.2438,1.4925,0.8706,0.995,0.3731,0.2488,0.0,0.0,25.8706,24.2537
103046,Montecrestese,Verbano-Cusio-Ossola,2534,2498,2516,2498,1.2234,1.026,0.9471,1.026,1.026,1.3812,0.7498,0.8682,0.9866,0.7498,0.8682,0.9077,0.9471,1.3023,1.3812,1.3812,1.9732,1.3812,2.5257,2.1705,2.2099,1.618,1.8153,2.2889,1.8548,1.618,1.8942,1.4207,1.105,1.9337,1.2628,1.3418,1.5391,1.4996,0.1973,0.7103,0.1184,0.6314,0.0395,0.0789,24.6646,25.3354,0.7606,0.9608,1.1209,1.0809,1.1209,1.281,0.6805,0.9207,0.8807,0.6005,0.9207,1.0008,1.0408,1.4011,1.4011,1.4011,1.4011,1.4412,2.482,1.7214,1.9215,1.9616,1.9616,2.0817,2.2018,1.8415,1.6013,1.4011,1.5612,2.1617,1.1609,1.201,1.5212,1.5212,0.5604,0.8807,0.1201,0.6005,0.04,0.0801,24.4596,25.5404,0.6359,1.0334,1.1924,0.9539,0.9539,1.0731,1.1129,1.3514,0.6757,0.8347,0.9539,0.6359,0.9936,1.0731,1.0334,1.5898,1.4308,1.3514,1.7488,1.5103,2.7027,2.6232,2.2655,1.7091,1.7091,2.3052,1.6693,1.8283,1.7488,1.2719,0.9936,1.9475,1.1526,1.1129,1.2321,0.8744,0.0795,0.3975,0.0397,0.1987,24.3243,25.6757,0.7206,0.6805,0.8807,1.0008,1.201,1.1209,1.1609,1.201,0.7606,1.0809,0.8407,0.6005,0.9608,1.201,0.9207,1.6013,1.5212,1.281,1.4011,1.4812,2.6821,2.0416,1.8415,2.3219,1.9215,2.1217,2.0016,1.9215,1.4011,1.3611,1.4412,2.1617,0.8006,1.201,1.241,0.8807,0.4404,0.4003,0.0,0.2002,24.1393,25.8607
103047,Montescheno,Verbano-Cusio-Ossola,764,772,738,712,0.1309,0.3927,0.9162,0.9162,1.0471,0.9162,1.4398,1.178,1.3089,0.5236,0.7853,0.5236,0.3927,1.0471,0.7853,0.5236,1.5707,2.356,2.2251,1.8325,2.0942,1.7016,2.7487,2.8796,1.4398,1.0471,1.5707,2.356,2.0942,1.9634,1.7016,2.0942,1.3089,0.9162,0.1309,1.5707,0.5236,0.5236,0.1309,0.3927,24.3455,25.6545,0.2591,0.2591,0.3886,0.9067,0.9067,1.1658,1.4249,0.6477,1.5544,0.9067,0.9067,0.9067,0.6477,0.6477,0.7772,1.0363,1.1658,1.2953,2.2021,2.0725,2.2021,2.4611,2.4611,1.943,1.6839,1.4249,2.0725,1.943,1.8135,2.4611,1.8135,1.5544,1.6839,1.5544,0.2591,1.0363,0.1295,0.7772,0.3886,0.2591,24.7409,25.2591,0.6775,0.1355,0.4065,0.542,0.9485,0.9485,1.084,1.084,1.4905,1.084,1.626,0.6775,0.542,1.084,0.542,0.813,0.6775,0.4065,1.897,2.5745,2.168,2.3035,2.71,1.626,2.981,2.71,1.355,1.2195,2.0325,1.897,2.0325,1.7615,1.2195,1.897,0.9485,0.813,0.1355,0.4065,0.1355,0.4065,25.6098,24.3902,0.5618,0.4213,0.4213,0.4213,0.5618,0.8427,0.8427,1.264,1.4045,0.8427,1.264,1.5449,1.264,1.1236,0.2809,0.9831,0.7022,0.9831,1.1236,1.4045,2.6685,2.3876,2.6685,2.6685,2.6685,1.9663,1.5449,1.4045,1.8258,1.9663,1.8258,1.8258,1.6854,1.5449,0.9831,0.9831,0.1404,0.4213,0.1404,0.4213,24.5787,25.4213
103048,Nonio,Verbano-Cusio-Ossola,1718,1704,1654,1640,0.8149,0.8149,0.6403,1.688,1.397,1.3388,1.1641,0.8149,1.1059,0.9313,1.1059,1.1641,1.2224,0.9895,1.0477,1.7462,1.979,1.7462,2.1537,2.3283,1.7462,1.8626,2.1537,2.6193,2.0373,1.979,1.6298,1.4552,1.2224,1.0477,1.2806,1.1641,0.8149,1.1059,0.4075,0.5239,0.1164,0.4075,0.0,0.2328,24.0396,25.9604,0.5282,0.7629,0.9977,1.3498,0.7042,1.4085,1.1737,0.9977,1.4085,1.1737,1.115,1.1737,1.1737,1.1737,1.3498,1.4671,1.2911,1.9366,1.8192,1.8779,1.9953,2.5822,2.23,1.6432,2.2887,2.6995,1.5258,1.4085,1.2911,1.3498,1.0563,0.8803,0.8216,1.2911,0.7042,0.6455,0.1174,0.4695,0.0,0.1174,23.5915,26.4085,0.6651,0.6651,1.0278,0.6046,0.786,1.5719,1.3906,1.2092,1.0883,1.1487,0.8464,1.1487,1.2696,1.1487,1.5115,0.9674,0.9069,1.8138,2.0556,1.5719,2.2975,2.4788,1.9347,1.9347,2.1765,2.5998,2.1765,1.9952,1.5115,1.3301,1.0278,0.9674,0.9069,1.0883,0.4837,1.0883,0.0605,0.3023,0.0605,0.1209,24.1838,25.8767,0.9756,0.4268,0.5488,0.7927,1.0366,1.0366,0.9146,1.4024,1.4024,1.2805,1.3415,1.0366,0.9146,1.0976,1.2805,1.0366,1.2195,1.2805,1.3415,1.8293,2.1341,2.1341,2.1951,2.439,2.1951,1.7073,2.439,2.8659,1.4024,1.2195,1.2805,1.2805,0.9146,0.8537,0.4878,1.2805,0.2439,0.5488,0.0,0.1829,24.2683,25.7317
103049,Oggebbio,Verbano-Cusio-Ossola,1730,1730,1666,1588,0.578,1.0405,0.8671,0.9249,1.0405,0.8671,0.6936,0.9827,1.0405,0.8092,1.5029,1.3295,1.2139,1.3295,1.3295,1.3873,2.2543,1.3295,1.6185,1.6763,1.8497,2.5434,2.0809,2.0809,1.7919,2.2543,1.7919,2.0809,1.5607,1.6763,1.0405,1.3295,0.9249,0.8092,0.289,1.0983,0.2312,0.4624,0.1156,0.1734,23.815,26.185,0.7514,0.8092,1.0983,1.0405,0.8092,0.6936,1.3295,1.0405,0.9249,0.9249,1.4451,1.0983,1.3873,1.3295,1.3295,1.3873,1.6763,1.1561,2.0231,1.7341,1.7341,2.0809,2.6012,2.3121,1.4451,2.0809,1.9653,2.1387,1.2139,1.9075,1.0405,1.2139,0.8092,0.9827,0.578,0.7514,0.1734,0.578,0.1156,0.2312,24.4509,25.6069,0.7803,0.7203,0.9004,1.2005,0.9004,0.7803,1.2005,0.9604,1.2005,0.9604,1.2005,0.9604,1.6206,1.3806,1.2605,1.3806,1.4406,1.9208,1.8007,1.2605,1.9808,1.8007,1.9808,2.401,2.1008,2.0408,1.5606,2.0408,1.6206,1.9808,1.1405,1.4406,0.6603,1.0804,0.6603,0.6603,0.1801,0.5402,0.06,0.1801,24.2497,25.8103,0.4408,0.6297,0.8816,1.0076,0.9446,0.9446,0.8816,0.8186,1.5743,1.0076,1.5113,1.1965,1.5743,1.1965,1.5743,1.5113,1.3224,1.5113,1.1335,1.3224,1.8892,1.8892,1.8262,1.8262,2.5189,2.267,1.4484,1.9521,1.7632,2.204,1.0705,1.7632,1.0076,1.0705,0.5668,0.7557,0.3149,0.5668,0.063,0.1889,24.3073,25.7557
103050,Omegna,Verbano-Cusio-Ossola,29718,29236,28512,28364,0.7336,0.7369,0.9388,1.0095,1.0902,1.1003,1.3157,1.0936,1.2787,1.0835,1.1912,1.1104,1.2585,1.033,1.3258,1.1003,1.6354,1.6387,2.1704,2.1569,2.2007,2.1502,1.955,1.9449,1.6926,1.8676,1.5512,1.6085,1.3325,1.6421,1.2148,1.5176,0.959,1.3224,0.4139,0.922,0.1279,0.4307,0.0168,0.1211,24.4027,25.604,0.7422,0.6841,0.8996,0.9372,1.1082,1.0911,1.2827,1.1458,1.2758,1.0774,1.0432,1.0569,1.2006,1.0706,1.1835,1.0945,1.4503,1.4434,2.0181,2.0591,2.1309,2.1686,2.1686,2.1036,1.8265,1.8676,1.57,1.741,1.4537,1.7718,1.1595,1.4297,1.0432,1.399,0.5062,0.9646,0.1676,0.5096,0.0308,0.1095,24.2612,25.7525,0.698,0.6103,0.8312,0.7997,0.9996,1.0838,1.1995,1.1539,1.3398,1.0522,1.2591,1.0697,1.0557,1.0171,1.1399,1.0838,1.3293,1.224,1.7045,1.7361,2.2306,2.2868,2.1921,2.2271,1.943,2.1009,1.7291,1.9501,1.5607,1.5993,1.1504,1.6134,0.9926,1.4134,0.6524,1.0522,0.1754,0.5331,0.0386,0.1438,24.2354,25.7926,0.684,0.6029,0.7792,0.7227,0.9343,0.9836,1.2128,1.1775,1.315,1.1881,1.2763,1.0577,1.1423,1.0929,1.1775,1.1458,1.2551,1.1846,1.6077,1.4843,2.0413,2.1365,2.0625,2.2987,2.1859,2.1436,1.7981,1.925,1.509,1.7804,1.3221,1.6782,0.9061,1.3291,0.7016,1.0542,0.2327,0.5994,0.0388,0.1974,24.2244,25.8109
103051,Ornavasso,Verbano-Cusio-Ossola,6812,6716,6620,6602,1.101,0.9102,1.1304,1.3212,1.0716,1.0863,1.4533,1.0423,1.101,0.9542,0.9248,1.1157,1.3506,1.3359,1.5561,1.424,1.835,2.0405,2.3194,2.2314,2.2754,1.9671,2.0258,1.7176,1.4533,1.3652,1.3065,1.6001,1.4533,1.5854,1.0276,1.3359,0.7634,1.0863,0.2936,0.778,0.1762,0.3964,0.0,0.0734,24.6183,25.3964,0.9976,0.8041,1.1465,1.1763,0.9678,1.2507,1.4443,1.0721,1.1763,1.0721,1.087,1.1465,1.3103,1.1316,1.2507,1.355,1.9655,1.9506,2.1441,2.1888,2.5015,1.8612,1.9059,1.757,1.7719,1.4443,1.2061,1.4443,1.5485,1.6528,1.1316,1.4592,0.8189,1.0721,0.3574,0.8041,0.1787,0.3574,0.0149,0.0596,24.9256,25.0893,0.9215,0.7704,1.2236,0.8459,1.1782,1.3595,1.1631,1.0574,1.3746,1.1782,1.1329,0.9819,0.997,1.1782,1.3595,1.3897,1.7976,1.3293,1.8731,2.145,2.2205,2.2508,2.2356,1.9789,2.0091,1.6767,1.4653,1.3746,1.2689,1.571,1.2991,1.5106,0.9063,1.0876,0.3776,0.8308,0.1964,0.287,0.0453,0.136,25.0453,24.9698,0.8482,0.7271,1.0451,0.7573,1.3026,1.0906,1.0906,1.2118,1.4844,1.1815,1.3026,1.03,1.1663,1.1966,1.3178,1.242,1.4693,1.3935,1.954,1.9237,2.0297,2.3326,2.3629,1.9691,1.8328,1.9085,1.6662,1.4844,1.2723,1.3784,1.4693,1.4844,0.9694,1.3026,0.4847,0.7119,0.106,0.3938,0.0303,0.0606,25.2045,24.8107
103052,Pallanzeno,Verbano-Cusio-Ossola,2296,2220,2190,2128,1.0017,0.6098,1.2631,0.6969,1.0017,0.8711,1.6115,1.0889,1.2195,1.3066,1.1324,1.3066,0.7404,0.9146,1.4373,1.176,1.6986,1.6986,1.7422,1.8728,2.2648,2.2213,1.7422,1.7422,1.6115,1.7422,2.0906,1.3937,1.2195,1.7857,1.8293,1.8728,0.9582,1.3502,0.3484,0.9146,0.0436,0.3484,0.0871,0.0436,25.0436,24.9564,0.9009,0.5856,1.3964,0.6757,0.991,0.9009,1.3063,0.9459,1.5766,1.3063,1.036,1.1712,0.7207,0.991,1.1712,1.0811,1.6216,1.6667,1.8919,1.7568,1.8919,2.3423,2.2973,1.8919,1.6667,1.3514,1.6216,1.8018,1.8919,1.8468,1.0811,1.4865,1.5766,1.8018,0.1351,1.0811,0.0901,0.2703,0.0,0.1351,24.955,25.0901,0.3653,0.5023,1.5982,0.8676,1.2329,0.7306,1.0959,0.9132,1.6438,1.0959,1.3242,1.0046,1.2329,1.1416,0.8219,1.0502,1.5525,1.3699,2.0091,1.5982,2.1005,1.8265,2.3744,2.4201,1.6438,1.8721,1.5068,1.6438,1.9178,1.3699,1.0502,1.8721,1.3699,1.7352,0.5936,1.0959,0.0,0.274,0.0,0.1826,25.4338,24.5662,0.188,0.6579,1.1278,0.5639,1.4568,0.8459,1.1278,0.8929,1.3158,0.9398,1.4568,1.1748,1.1278,1.6447,0.9398,0.8929,1.2218,1.1748,1.8797,1.7387,1.8797,1.6447,1.9737,2.6316,2.4906,1.9267,1.5977,1.4568,1.5977,1.7857,1.6917,1.6917,0.8459,1.4098,0.8459,1.4098,0.094,0.4699,0.0,0.141,24.859,25.188
103053,Piedimulera,Verbano-Cusio-Ossola,3000,2948,2918,2852,0.6333,0.6667,0.9667,0.7,1.1,1.1333,0.7333,1.2667,1.0667,0.8667,1.2,1.0333,1.2667,1.1,1.6,1.0667,1.9333,2.0,2.3,2.2667,1.8667,2.0,1.6667,1.6667,1.8,1.8,2.0,1.7667,1.5667,1.9,1.7,1.7333,0.7,1.1667,0.2667,0.7667,0.2333,0.3667,0.0,0.1333,24.6,25.4,0.9159,0.441,0.7802,0.8141,1.2551,0.9837,1.0516,1.2551,0.9837,1.0176,1.0176,0.9498,1.2212,1.0176,1.4586,0.9159,1.6621,1.73,2.4084,2.2727,2.0692,1.9335,1.8318,1.8318,2.0014,1.4247,1.5265,2.3066,1.6621,1.9674,1.6621,1.4247,0.9498,1.4247,0.441,0.7802,0.2374,0.3392,0.0,0.0339,25.1357,24.8643,0.9596,0.6854,0.7539,0.6511,1.1309,0.7197,1.268,1.1995,0.9253,1.4736,1.268,1.0281,0.9253,0.9253,1.3023,1.0281,1.645,1.1309,2.0905,2.1247,2.4674,2.1247,2.1933,1.8849,1.6792,1.5764,1.5764,1.7135,1.9191,1.7135,1.268,1.8849,1.4393,1.4736,0.4112,0.891,0.1371,0.377,0.0343,0.0,25.3941,24.6059,0.8415,0.4909,0.9818,0.7363,0.8766,0.8415,1.2973,0.9116,1.1921,1.5428,1.087,1.1921,1.122,0.9467,1.0519,1.0168,1.3324,0.8415,1.8583,1.9285,2.6648,2.1739,2.3142,2.209,1.683,1.7532,1.8934,1.3675,1.4727,2.0337,1.5428,1.9986,1.2623,1.1921,0.6311,1.1921,0.1403,0.3156,0.0351,0.0351,25.2805,24.7195
103054,Pieve Vergonte,Verbano-Cusio-Ossola,5032,4944,4816,4824,0.5366,1.0135,0.7949,0.9738,0.8148,1.0135,1.2719,0.8943,1.093,1.1129,1.1725,0.7552,1.1328,0.934,1.3315,1.57,1.7091,1.868,2.2258,1.9078,1.8879,2.2456,2.1661,2.027,1.9475,1.7289,1.9078,1.9277,1.5302,1.7289,1.3911,1.6097,0.6757,1.3315,0.3577,0.8545,0.1391,0.3378,0.0199,0.0596,24.1057,25.8943,0.7282,0.9304,0.7686,1.072,0.89,1.0922,1.0113,1.0922,1.2136,0.9911,0.9709,0.7888,1.0518,1.0113,1.0922,1.1731,1.5979,1.9417,2.0024,1.6586,2.0631,2.144,2.1845,2.1036,1.7395,1.8608,1.9822,1.9822,1.9013,1.8204,1.0922,1.5777,1.0518,1.4159,0.3236,0.8495,0.2629,0.4854,0.0,0.0809,23.928,26.072,0.7267,0.6229,0.6645,1.1005,0.9136,1.0174,0.8721,1.1005,1.3081,0.8929,1.1213,0.9136,1.0382,0.8513,0.9967,1.059,1.4535,1.7234,1.8688,1.9311,2.2218,1.8895,2.0141,2.3879,2.1802,1.9726,1.8688,1.8065,1.8272,1.9726,1.495,1.6611,1.1005,1.495,0.436,0.8306,0.1453,0.436,0.0415,0.0415,24.294,25.706,0.6012,0.5182,0.8085,0.995,0.8085,1.0365,0.9536,0.995,1.0987,1.0987,1.3267,0.9743,1.1816,0.9328,1.1609,1.1194,1.2023,1.2852,1.6169,2.0522,2.1766,1.8242,2.1352,2.1352,2.1559,2.0937,1.8242,1.8657,1.8035,2.0522,1.8035,1.5962,0.9536,1.4925,0.8085,0.995,0.1451,0.3109,0.0,0.0622,24.5647,25.4353
103055,Premeno,Verbano-Cusio-Ossola,1508,1534,1550,1464,0.7294,0.7294,0.9947,0.6631,0.7958,0.9947,0.4642,1.3263,1.5915,0.9284,0.7294,0.8621,0.8621,0.9284,0.9947,1.3926,1.9231,1.7905,2.3873,2.0557,2.5199,1.8568,2.0557,2.3873,1.9231,1.7241,1.9894,1.4589,1.8568,1.4589,1.1273,1.7241,0.9284,1.061,0.5305,1.1273,0.3979,0.5968,0.0663,0.0,24.8674,25.1989,0.7171,0.5867,0.9778,0.7823,0.6519,0.7823,0.6519,1.3038,1.5645,1.1734,1.043,0.9126,0.7171,1.1734,0.9126,1.1734,1.8905,1.6949,1.9557,2.412,2.8683,1.5645,1.8905,2.6076,2.6076,1.8253,1.369,1.1734,2.5424,1.8253,1.1082,1.1734,0.9778,1.3038,0.2608,0.7823,0.2608,0.7171,0.0652,0.0,25.0326,24.9674,0.7742,0.3226,0.5161,0.7742,1.1613,0.7097,0.8387,0.8387,0.7742,1.4194,1.6774,0.9032,1.4194,1.0323,0.9677,0.9677,0.8387,1.3548,2.5806,1.871,2.2581,2.0,2.6452,2.3226,2.3226,2.2581,1.9355,1.8065,1.6774,1.1613,1.9355,1.4194,1.0968,1.3548,0.5161,0.7742,0.129,0.3871,0.0645,0.1935,26.129,23.871,0.4781,0.4781,0.6831,0.6831,0.888,0.8197,0.6148,0.7514,0.7514,1.0929,1.571,1.1612,1.0246,1.0929,0.9563,1.1612,1.0246,1.4344,1.7077,1.4344,2.459,2.459,2.8689,1.7077,2.1858,2.5956,3.1421,1.9126,1.2295,1.1612,1.9126,1.9809,1.0929,0.888,0.6831,1.0246,0.2049,0.2732,0.0,0.4098,25.4781,24.5219
